,id_stable,Date,Content,ContentClean,n_CapLetters,CapsRatio,AllCapWords,https,Mentions,Location,ReplyCount,RetweetCount,LikeCount,QuoteCount,Hashtags
727,35121,2021-12-11 06:57:54+00:00,Desperate Afghan refugees begging for resettlement and help in Indonesia. 😭 https://t.co/Z31iwHgqum,Desperate Afghan refugees begging for resettlement and help in Indonesia. 😭,3,0.0389610389610389,,https://t.co/Z31iwHgqum,,English-speaking,0,0,1,0,No hashtags
887,143770,2021-08-18 22:43:30+00:00,"US military to stay until US civilians evacuated is The bare minimum…and what of the thousands of Afghan translators, families, Women&amp; children, minorities all of whom will die ⁦@POTUS⁩ ⁦@CNN⁩ ⁦@MSNBC⁩  https://t.co/zN2PLNSnqD","US military to stay until US civilians evacuated is The bare minimum…and what of the thousands of Afghan translators, families, Women& children, minorities all of whom will die ⁦ ⁦ ⁦",7,0.0364583333333333,"US, US",https://t.co/zN2PLNSnqD,"@POTUS⁩, @CNN⁩, @MSNBC⁩",English-speaking,0,0,0,0,No hashtags
111,63535,2021-09-27 19:34:30+00:00,"Trump Slams Afghan Refugee Plan, Defends Travel Ban🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸https://t.co/fq1B53Swzm","Trump Slams Afghan Refugee Plan, Defends Travel Ban🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",8,0.0392156862745098,,https://t.co/fq1B53Swzm,,"Alabama, USA",0,0,0,0,No hashtags
924,90590,2021-09-03 21:57:19+00:00,@GBNEWS Looking forward to Orville the Duck's  opinion on the Afghanistan refugee Crisis.,Looking forward to Orville the Duck's opinion on the Afghanistan refugee Crisis.,5,0.0602409638554216,,,@GBNEWS,"Wigan, England",0,1,7,0,No hashtags
415,182081,2021-07-28 02:02:46+00:00,#Maddow And FRANKLY it’s time to get rid of that damn filibuster! Lives are at stake! Who will help us in the future we damned the Kurds now we are damning the Afghan translators. No ones life should be held hostage by the GOP! #LastWord,#Maddow And FRANKLY it’s time to get rid of that damn filibuster! Lives are at stake! Who will help us in the future we damned the Kurds now we are damning the Afghan translators. No ones life should be held hostage by the GOP! #LastWord,19,0.080168776371308,"FRANKLY, GOP!",,,Sammamish,0,0,1,0,"['Maddow', 'LastWord']"
908,104449,2021-08-29 09:52:35+00:00,Biden’s plan is to rescue Afghans and resettle them into the US. Americans are not a priority. It’s all part of the democrat plan to flood the country with illegal and Afghans. #ImpeachBiden #BidenIsATraitor #BidenIsADisgrace https://t.co/gZGsCZHj60,Biden’s plan is to rescue Afghans and resettle them into the US. Americans are not a priority. It’s all part of the democrat plan to flood the country with illegal and Afghans. #ImpeachBiden #BidenIsATraitor #BidenIsADisgrace,17,0.0748898678414096,US.,https://t.co/gZGsCZHj60,,English-speaking,0,0,1,0,"['ImpeachBiden', 'BidenIsATraitor', 'BidenIsADisgrace']"
915,135153,2021-08-20 16:17:55+00:00,@NoahCRothman @MeghanMcCain So the answer is to let every Afghan into the country without vetting them. Get real! The biased pundits and main stream media are piling on to what every fair pundit knows is a complex lose-lose issue!,So the answer is to let every Afghan into the country without vetting them. Get real! The biased pundits and main stream media are piling on to what every fair pundit knows is a complex lose-lose issue!,4,0.0194174757281553,,,"@NoahCRothman, @MeghanMcCain",English-speaking,0,0,0,0,No hashtags
640,127134,2021-08-22 21:03:48+00:00,@Acosta Why aren't you calling Issa out on how the Trump  administration sabotaged the SIV for Afghanistan allies?,Why aren't you calling Issa out on how the Trump administration sabotaged the SIV for Afghanistan allies?,7,0.0648148148148148,SIV,,@Acosta,"ÜT: 41.704653,-88.264975",0,0,0,0,No hashtags
791,180627,2021-07-31 06:10:13+00:00,@POTUS @CNNSitRoom  Thank Mr. President for rescuing our Afghan translators Please get them all?,Thank Mr. President for rescuing our Afghan translators Please get them all?,5,0.0617283950617283,,,"@POTUS, @CNNSitRoom",Los Angeles / New York,0,0,0,0,No hashtags
554,91732,2021-09-03 13:51:15+00:00,"Many won't agree with me for saying what many are thinking but wouldn't bcuz don't want to give wrong ""Image"" but I can't help being HONEST!So I say They Aren't Welcome

U.S. effort to resettle Afghan refugees faces major hurdles - CBS News https://t.co/KAOiM9RT3k via @GoogleNews","Many won't agree with me for saying what many are thinking but wouldn't bcuz don't want to give wrong ""Image"" but I can't help being HONEST!So I say They Aren't Welcome U.S. effort to resettle Afghan refugees faces major hurdles - CBS News via",21,0.0846774193548387,"I, I, CBS",https://t.co/KAOiM9RT3k,@GoogleNews,English-speaking,0,0,0,0,No hashtags
72,146395,2021-08-18 15:12:28+00:00,The amazing “oppositional” CHP launched a new slogan in the midst of the catastrophe unfolding in Afghanistan and the Turkish military bombing Rojava/Shingal: “The border is honour”. This is not only fueling Turkey’s growing anti-refugee sentiment but a call for racist mobs. https://t.co/Gir7DLHfDr,The amazing “oppositional” CHP launched a new slogan in the midst of the catastrophe unfolding in Afghanistan and the Turkish military bombing Rojava/Shingal: “The border is honour”. This is not only fueling Turkey’s growing anti-refugee sentiment but a call for racist mobs.,11,0.03971119133574,CHP,https://t.co/Gir7DLHfDr,,nomadic academic,2,6,53,0,No hashtags
707,63364,2021-09-28 02:28:38+00:00,"Regarding the Afghan refugees, the stupid idiots put out this stupid hashtag: #WeHaveRoom 
And now they’re ignoring the sexual assault of one our servicewomen by one of those filthy unvetted refugees.","Regarding the Afghan refugees, the stupid idiots put out this stupid hashtag: #WeHaveRoom And now they’re ignoring the sexual assault of one our servicewomen by one of those filthy unvetted refugees.",6,0.03,,,,"Seattle, WA",0,0,0,0,['WeHaveRoom']
154,51124,2021-10-23 22:24:41+00:00,"@USCIS My Afghan translator's SIV was just approved. He is supposed to fill out I-360. But in Part 2, should he check letter L or N? (He worked with US forces for 2 years.) What about Part 4? He already has SIV approval and there is no consulate in Kabul today. #illogical https://t.co/5kedQkqAIe","My Afghan translator's SIV was just approved. He is supposed to fill out I-360. But in Part 2, should he check letter L or N? (He worked with US forces for 2 years.) What about Part 4? He already has SIV approval and there is no consulate in Kabul today. #illogical",21,0.0780669144981412,"SIV, I-360., L, N?, US, SIV",https://t.co/5kedQkqAIe,@USCIS,English-speaking,0,0,0,0,['illogical']
374,52820,2021-10-20 05:52:06+00:00,First Afghan refugee family expected to arrive in Milwaukee this week https://t.co/xNykaQFXw3,First Afghan refugee family expected to arrive in Milwaukee this week,3,0.0422535211267605,,https://t.co/xNykaQFXw3,,"Milwaukee, WI",0,0,0,0,No hashtags
172,81162,2021-09-09 15:57:52+00:00,"Afghan refugee blocked from flight to US with explosive materials, but no terrorism suspected https://t.co/kfJ8YA0nn0 via @Yahoo This is a clear sign of future terrorism.","Afghan refugee blocked from flight to US with explosive materials, but no terrorism suspected via This is a clear sign of future terrorism.",4,0.0279720279720279,US,https://t.co/kfJ8YA0nn0,@Yahoo,Texas,0,0,0,0,No hashtags
5,192543,2021-06-03 06:00:00+00:00,"Like thousands of Afghan translators who served with NATO forces, Nazir Ahmad fears for his life as the US-led alliance scrambles to pull out of the country in the coming weeks.
#NATO #Afghanistan

https://t.co/YM9o0aRnER","Like thousands of Afghan translators who served with NATO forces, Nazir Ahmad fears for his life as the US-led alliance scrambles to pull out of the country in the coming weeks. #NATO #Afghanistan",15,0.0753768844221105,NATO,https://t.co/YM9o0aRnER,,Makati City,0,0,0,0,"['NATO', 'Afghanistan']"
538,154824,2021-08-17 14:53:58+00:00,"I’ve seen two large organizations in the Houston area ask for immediate help in Afghani refugee resettlement in the area. If you’re interested, I can pass on the information I have from the two organizations.","I’ve seen two large organizations in the Houston area ask for immediate help in Afghani refugee resettlement in the area. If you’re interested, I can pass on the information I have from the two organizations.",6,0.0288461538461538,"I, I",,,University of Delaware,3,2,2,0,No hashtags
371,194806,2021-04-28 19:29:45+00:00,"خشونت علیه زنان، ممنوع!
Two Afghan immigrant women ask a Swedish journalist to photograph their bodies from undercover history to show what it means when violence against women speaks out.  The deformed bodies of these two women, 
continued in comment👇👇","خشونت علیه زنان، ممنوع! Two Afghan immigrant women ask a Swedish journalist to photograph their bodies from undercover history to show what it means when violence against women speaks out. The deformed bodies of these two women, continued in comment👇👇",4,0.0158102766798418,,,,No WhEAre...,1,0,12,0,No hashtags
80,25769,2022-01-15 16:57:55+00:00,"Unfortunately, another Afghan refugee committed suicide in Pekan Baru, Indonesia, as if Indonesia had become a refugee slaughterhouse, @IOMIndonesia and @Refugees wake up #HelpRefugees_Indonesia https://t.co/YgDSpVU3G4","Unfortunately, another Afghan refugee committed suicide in Pekan Baru, Indonesia, as if Indonesia had become a refugee slaughterhouse, and wake up #HelpRefugees_Indonesia",9,0.0511363636363636,,https://t.co/YgDSpVU3G4,"@IOMIndonesia, @Refugees","Makassar, Indonesia",0,0,1,1,['HelpRefugees_Indonesia']
567,6706,2022-03-25 12:24:14+00:00,"The ugly face of racism that’s often hidden is brought to surface because of Russia War in Ukraine.The whole Western world is now transfixed on the migrant crisis in Europe and completely dwarfs all other crises like the Palestinians,Afghanistan and Syrian on going crises. Is it","The ugly face of racism that’s often hidden is brought to surface because of Russia War in Ukraine.The whole Western world is now transfixed on the migrant crisis in Europe and completely dwarfs all other crises like the Palestinians,Afghanistan and Syrian on going crises. Is it",11,0.039426523297491,,,,English-speaking,2,1,1,0,No hashtags
395,110882,2021-08-27 00:31:42+00:00,"While House Democrats Press Biden To Raise Refugee Cap, White House Remains Non-Committal (Forbes Breaking News) https://t.co/YcGaIN5Cr9

Jen Psaki responds to questions about Afghanistan during a White House Press Briefing. Stay Connected Forbes on Facebook: …","While House Democrats Press Biden To Raise Refugee Cap, White House Remains Non-Committal (Forbes Breaking News) Jen Psaki responds to questions about Afghanistan during a White House Press Briefing. Stay Connected Forbes on Facebook: …",28,0.1171548117154811,,https://t.co/YcGaIN5Cr9,,"Москва, Россия",0,0,0,0,No hashtags
675,143019,2021-08-19 02:00:30+00:00,"@MetalHe72704014 @winemomjill @TomiLahren ...get to them right now. Kirby says, ""American citizens will not be given priority evacuation over Afghan SIV applicants."" So I'll take my apology now.

""US prepares to house thousands of Afghan refugees on American military installations"" https://t.co/v8GogNwXfe","...get to them right now. Kirby says, ""American citizens will not be given priority evacuation over Afghan SIV applicants."" So I'll take my apology now. ""US prepares to house thousands of Afghan refugees on American military installations""",12,0.0483870967741935,SIV,https://t.co/v8GogNwXfe,"@MetalHe72704014, @winemomjill, @TomiLahren",English-speaking,0,0,0,0,No hashtags
203,191524,2021-06-13 07:06:33+00:00,Refugee camp fire: Greek court orders 4 Afghans jailed https://t.co/5wcwMnCEQw https://t.co/DzFWQRYan8,Refugee camp fire: Greek court orders 4 Afghans jailed,3,0.0517241379310344,,"https://t.co/5wcwMnCEQw, https://t.co/DzFWQRYan8",,"Kabul, Afghanistan",0,0,8,0,No hashtags
13,189959,2021-06-24 05:00:32+00:00,Please don't leave those people: translators etc. behind in Afghanistan. Is there nothing sacred in helping our troops leave!,Please don't leave those people: translators etc. behind in Afghanistan. Is there nothing sacred in helping our troops leave!,3,0.024,,,,English-speaking,0,0,0,0,No hashtags
298,124345,2021-08-23 17:21:22+00:00,How many #Afghan SIV holders are being asked by the government of the United States of America to risk this (and much worse) to get to the flight out THEY HAVE ALREADY EARNED? https://t.co/P3Y5yIuDMx,How many #Afghan SIV holders are being asked by the government of the United States of America to risk this (and much worse) to get to the flight out THEY HAVE ALREADY EARNED?,29,0.1638418079096045,"SIV, THEY, HAVE, ALREADY, EARNED?",https://t.co/P3Y5yIuDMx,,SW Michigan,1,3,6,0,['Afghan']
331,34352,2021-12-14 16:01:02+00:00,"ON OUR RADAR WITH @MaxFosterCNN 📡

📢  #China donates more winter supplies to #Afghanistan 
📢  7.3 magnitude earthquake strikes off #Indonesia
📢 17 injured as a migrant group clashed with #Mexican police
📢  #US lawmakers debate contempt charge against top Trump aide https://t.co/uOxaZWVyuq",ON OUR RADAR WITH 📡 📢 #China donates more winter supplies to #Afghanistan 📢 7.3 magnitude earthquake strikes off #Indonesia 📢 17 injured as a migrant group clashed with #Mexican police 📢 #US lawmakers debate contempt charge against top Trump aide,21,0.0823529411764705,"ON, OUR, RADAR, WITH, #US",https://t.co/uOxaZWVyuq,@MaxFosterCNN,Abu Dhabi,6,4,6,0,"['China', 'Afghanistan', 'Indonesia', 'Mexican', 'US']"
1047,7169,2022-03-23 17:09:17+00:00,"I remember years ago in my hometown someone I know is an Afghan refugee, came to the UK at 11 as his dad &amp; uncle were killed by the Taliban, so his mum sent him west.

He was nearly deported at 17 &amp; the only reason he wasn’t is that the local MP was a junior minister at the time. https://t.co/POZ0QJKDxA","I remember years ago in my hometown someone I know is an Afghan refugee, came to the UK at 11 as his dad & uncle were killed by the Taliban, so his mum sent him west. He was nearly deported at 17 & the only reason he wasn’t is that the local MP was a junior minister at the time.",9,0.0310344827586206,"I, I, UK, MP",https://t.co/POZ0QJKDxA,,R̳ ̳I̳ ̳S̳ ̳I̳ ̳N̳ ̳G̳,1,0,5,0,No hashtags
138,37838,2021-12-03 12:29:14+00:00,We agree! #Afghanistan is an example of where the needs of Afghans with disabilities were not considered in the evacuation process and in resettlement. https://t.co/lOq3HfVx6W,We agree! #Afghanistan is an example of where the needs of Afghans with disabilities were not considered in the evacuation process and in resettlement.,3,0.0196078431372549,,https://t.co/lOq3HfVx6W,,"Washington, DC",0,0,2,0,['Afghanistan']
241,128612,2021-08-22 12:59:21+00:00,Have no faith in our PM to take hold of this crisis with the absolute urgency it deserves. As immigration Minister deemed refugee family visa processing as 'lowest priority' 12 years later many still wait to reunite. Many have now lost all hope #hazara #Afghanistan #MorrisonFail,Have no faith in our PM to take hold of this crisis with the absolute urgency it deserves. As immigration Minister deemed refugee family visa processing as 'lowest priority' 12 years later many still wait to reunite. Many have now lost all hope #hazara #Afghanistan #MorrisonFail,9,0.032258064516129,PM,,,English-speaking,0,0,0,0,"['hazara', 'Afghanistan', 'MorrisonFail']"
294,15478,2022-02-24 23:25:03+00:00,"Yep.  Esp. Black, Brown kids- usualy used a cannon fodder.
Hello, No child Left Behind, Iraq War, Afghanistan.
IN the Iraq war, one of the first casualities was an immigrant Latino from Escanodido, CA. https://t.co/X3hDviIF2t","Yep. Esp. Black, Brown kids- usualy used a cannon fodder. Hello, No child Left Behind, Iraq War, Afghanistan. IN the Iraq war, one of the first casualities was an immigrant Latino from Escanodido, CA.",18,0.0886699507389162,CA.,https://t.co/X3hDviIF2t,,"somewhere in SoCal, apparently",0,0,2,0,No hashtags
748,141496,2021-08-19 10:20:02+00:00,"Turkey has a very important role in managing Afghan migrant wave, says EU foreign policy chief Josep Borrell https://t.co/WUfLaT8io9","Turkey has a very important role in managing Afghan migrant wave, says EU foreign policy chief Josep Borrell",6,0.0545454545454545,EU,https://t.co/WUfLaT8io9,,"London, UK",0,2,4,0,No hashtags
833,9540,2022-03-14 01:14:30+00:00,"She should be inside asylum not with refugees.
PS: Swedish military too sent their troops in Afghanistan. https://t.co/fi1UC1FqLf",She should be inside asylum not with refugees. PS: Swedish military too sent their troops in Afghanistan.,5,0.0467289719626168,,https://t.co/fi1UC1FqLf,,India,0,0,0,0,No hashtags
179,5199,2022-04-01 20:40:02+00:00,"Young Afghan Refugee, who were married in the Age of 14 https://t.co/Bzpjj1FlZu","Young Afghan Refugee, who were married in the Age of 14",4,0.0701754385964912,,https://t.co/Bzpjj1FlZu,,"Berlin, Germany",0,1,1,0,No hashtags
735,42885,2021-11-18 17:03:09+00:00,"Families have been resettled locally under the Afghan Relocations and Assistance Policy scheme, with more arriving. We can give them a warm welcome and a safe home. With colleagues, I continue to press for the need for continued efforts to evacuate and rehome vulnerable families.","Families have been resettled locally under the Afghan Relocations and Assistance Policy scheme, with more arriving. We can give them a warm welcome and a safe home. With colleagues, I continue to press for the need for continued efforts to evacuate and rehome vulnerable families.",8,0.0285714285714285,I,,,"Worthing, England",0,0,2,0,No hashtags
65,177190,2021-08-10 06:49:59+00:00,"@RepKinzinger @KristyPerano In your time of need we helped you, now its your turn to help us back. Please get us out of here as soon as possible.
#Save_Afghan_Allies
#Afghan_interpreters_translators","In your time of need we helped you, now its your turn to help us back. Please get us out of here as soon as possible. #Save_Afghan_Allies #Afghan_interpreters_translators",6,0.0344827586206896,,,"@RepKinzinger, @KristyPerano",Afghanistan,0,0,1,0,"['Save_Afghan_Allies', 'Afghan_interpreters_translators']"
900,134936,2021-08-20 17:02:03+00:00,Via @RawStory: Stephen Miller peddled 'racist hysteria about Afghanistan' and gummed up refugee process: Ex-Pence adviser https://t.co/Qc7n6emXOc | #politics #trump #corruption,Via Stephen Miller peddled 'racist hysteria about Afghanistan' and gummed up refugee process: Ex-Pence adviser | #politics #trump #corruption,6,0.0413793103448275,,https://t.co/Qc7n6emXOc,@RawStory:,new york city,0,4,3,1,"['politics', 'trump', 'corruption']"
479,132698,2021-08-21 05:28:13+00:00,Wait a second - you want me to believe that the president who deliberately sabotaged the US Postal Service also deliberately sabotaged the visa program to get the translators who helped American troops out of Afghanistan and Iraq? https://t.co/esPhehNQ21,Wait a second - you want me to believe that the president who deliberately sabotaged the US Postal Service also deliberately sabotaged the visa program to get the translators who helped American troops out of Afghanistan and Iraq?,8,0.0344827586206896,US,https://t.co/esPhehNQ21,,Los Angeles,0,1,9,0,No hashtags
723,86458,2021-09-06 12:45:45+00:00,"@EenaRuffini @SecBlinken There are still  many SIV remain in Afghanistan.
Do something for them",There are still many SIV remain in Afghanistan. Do something for them,6,0.081081081081081,SIV,,"@EenaRuffini, @SecBlinken",Afghanistan,0,0,2,0,No hashtags
1052,128211,2021-08-22 15:24:33+00:00,"@ThisWeekABC @SenJoniErnst @MarthaRaddatz The ""fully vetted"" argument is proof the @GOP don't want Afghans in the US, no matter what they did to help the war effort.  The military ready vetted them.  The US has been dragging its feet for YEARS on helping our Afghan partners, but NOW the GOP cares about their lives? Sure","The ""fully vetted"" argument is proof the don't want Afghans in the US, no matter what they did to help the war effort. The military ready vetted them. The US has been dragging its feet for YEARS on helping our Afghan partners, but NOW the GOP cares about their lives? Sure",21,0.0744680851063829,"US,, US, YEARS, NOW, GOP",,"@ThisWeekABC, @SenJoniErnst, @MarthaRaddatz, @GOP","San Francisco, CA",0,1,2,0,No hashtags
313,140868,2021-08-19 12:55:42+00:00,“Afghan asylum seekers – as well as those directly resettled from Afghanistan or elsewhere in the region – should be granted a secure refugee status and an opportunity to rebuild their lives.” https://t.co/8ouOzQ5IAJ,“Afghan asylum seekers – as well as those directly resettled from Afghanistan or elsewhere in the region – should be granted a secure refugee status and an opportunity to rebuild their lives.”,2,0.0103092783505154,,https://t.co/8ouOzQ5IAJ,,"Harrisonburg, VA",0,0,1,0,No hashtags
471,123241,2021-08-23 22:55:43+00:00,"Hey @POTUS ! I’ll totally get my Covid-19 vaccine, just as soon as you get Monir and his family out of Afghanistan safely. He is at Kabul Airport &amp; has his SIV. Please help #kabulairport #Afghanishtan #POTUS","Hey ! I’ll totally get my Covid-19 vaccine, just as soon as you get Monir and his family out of Afghanistan safely. He is at Kabul Airport & has his SIV. Please help #kabulairport #Afghanishtan #POTUS",18,0.087378640776699,"SIV., #POTUS",,@POTUS,"The Acreage, FL",1,0,1,0,"['kabulairport', 'Afghanishtan', 'POTUS']"
780,136483,2021-08-20 10:30:00+00:00,"The UN #refugee agency UNHCR says most #Afghans are unable to leave their homeland and that those who may be in danger “have no clear way out.”

https://t.co/R4D8GZ4DIW",The UN #refugee agency UNHCR says most #Afghans are unable to leave their homeland and that those who may be in danger “have no clear way out.”,9,0.0616438356164383,"UN, UNHCR",https://t.co/R4D8GZ4DIW,,Dubai,0,5,7,1,"['refugee', 'Afghans']"
201,1831,2022-04-17 19:44:14+00:00,"@DiwanKetan @baxt86 @grantshapps Afghans were airlifted out of Kabul by British planes, they are here.  Iraqis are one of the largest asylum groups arriving in UK, they are here.","Afghans were airlifted out of Kabul by British planes, they are here. Iraqis are one of the largest asylum groups arriving in UK, they are here.",6,0.0397350993377483,"UK,",,"@DiwanKetan, @baxt86, @grantshapps",English-speaking,1,0,0,0,No hashtags
372,53295,2021-10-18 18:00:44+00:00,"@alexplitsas @mattczeller They left us behind 
They are  still evacuating those who have  relatives in  USA  
The SIV are all  remain in Afghanistan and  will remain for ever 
We are left behind",They left us behind They are still evacuating those who have relatives in USA The SIV are all remain in Afghanistan and will remain for ever We are left behind,11,0.063953488372093,"USA, SIV",,"@alexplitsas, @mattczeller",English-speaking,0,0,0,0,No hashtags
394,43733,2021-11-16 07:48:31+00:00,A reminder to any Afghan asylum seekers currently in SouthEast Asia...if your UNHCR refugee application was rejected in the past few years...the time to submit a reopening request is now! Link to @SuakaID Self Help Kit for reopenings... https://t.co/yacOydJojS,A reminder to any Afghan asylum seekers currently in SouthEast Asia...if your UNHCR refugee application was rejected in the past few years...the time to submit a reopening request is now! Link to Self Help Kit for reopenings...,14,0.0606060606060606,"A, UNHCR",https://t.co/yacOydJojS,@SuakaID,Lutruwita,0,5,9,0,No hashtags
678,39459,2021-11-28 07:48:37+00:00,"Wow!  A Los Angeles woman invited an Afghan refugee family over for Thanksgiving. Here's what happened at their first Thanksgiving meal
 https://t.co/c0rBdX3y9R",Wow! A Los Angeles woman invited an Afghan refugee family over for Thanksgiving. Here's what happened at their first Thanksgiving meal,8,0.0579710144927536,A,https://t.co/c0rBdX3y9R,,Los Angeles,0,0,1,0,No hashtags
858,147290,2021-08-18 13:08:11+00:00,"Be it morally, ethically, or practically, there is literally no reason to oppose large scale Afghan refugee resettlement into the United States. Especially NYC. But really, anywhere.","Be it morally, ethically, or practically, there is literally no reason to oppose large scale Afghan refugee resettlement into the United States. Especially NYC. But really, anywhere.",9,0.0494505494505494,NYC.,,,"New York, NY",1,0,3,0,No hashtags
135,119623,2021-08-24 20:42:38+00:00,"@mikkimommy @lweisenthal @BillKristol Um, well seeing as how we spilled blood and treasure as part of the effort, yeah, we do. Plus we were trying to get our Afghan translators and others out. So we weren't totally gone. Have a nice day!","Um, well seeing as how we spilled blood and treasure as part of the effort, yeah, we do. Plus we were trying to get our Afghan translators and others out. So we weren't totally gone. Have a nice day!",5,0.024390243902439,,,"@mikkimommy, @lweisenthal, @BillKristol","Calgary, Alberta",0,0,0,0,No hashtags
798,14675,2022-02-27 01:09:17+00:00,"@Dom_Perrottet And what about the Afghans that were loyal translators for ADF and our local Embassy staff? Neither you or the feds seem so helpful then, WHY? Because they were not white and “Christian”?- how about the Yazidi and others from Syria, where were you then?","And what about the Afghans that were loyal translators for ADF and our local Embassy staff? Neither you or the feds seem so helpful then, WHY? Because they were not white and “Christian”?- how about the Yazidi and others from Syria, where were you then?",14,0.0549019607843137,"ADF, WHY?",,@Dom_Perrottet,English-speaking,0,1,32,0,No hashtags
391,134034,2021-08-20 20:21:41+00:00,"Afghan Allies have begun arriving at Fort Lee, Virginia. To help their resettlement efforts, there are a lot of opportunities here: https://t.co/mUKlgSL90h","Afghan Allies have begun arriving at Fort Lee, Virginia. To help their resettlement efforts, there are a lot of opportunities here:",6,0.0451127819548872,,https://t.co/mUKlgSL90h,,"Silver Spring, MD ",4,27,76,0,No hashtags
253,130084,2021-08-21 22:00:09+00:00,@BasedChad12 @RSBNetwork Afghanistan disaster negotiated and caused by Trump. Trump and Miller blew up the SIV process. A judge even ruled against them in 2019. 79% of Americans do not think the country is heading in the wrong direction. Gallup had 69% and the numbers were worse under Trump.,Afghanistan disaster negotiated and caused by Trump. Trump and Miller blew up the SIV process. A judge even ruled against them in 2019. 79% of Americans do not think the country is heading in the wrong direction. Gallup had 69% and the numbers were worse under Trump.,11,0.040590405904059,"SIV, A",,"@BasedChad12, @RSBNetwork",Fort Lauderdale,1,0,0,0,No hashtags
747,29634,2022-01-03 10:18:04+00:00,@MoazzaK She's in a relationship I suspect with a Jewish photographer and she's an Afghan immigrant she currently lives a happily ever after life in Europe 🌍 😅,She's in a relationship I suspect with a Jewish photographer and she's an Afghan immigrant she currently lives a happily ever after life in Europe 🌍 😅,5,0.0328947368421052,I,,@MoazzaK,DIRAMDALE,1,0,0,0,No hashtags
594,116642,2021-08-25 16:08:41+00:00,"I called the state @StateDept last night to inform them there is an Afghan Interpreter SIV, and his family just outsides the gates at the airport. They have not been contacted by the state dept. and are being denied access. 1/3","I called the state last night to inform them there is an Afghan Interpreter SIV, and his family just outsides the gates at the airport. They have not been contacted by the state dept. and are being denied access. 1/3",7,0.0321100917431192,"I, SIV,",,@StateDept,English-speaking,1,0,0,1,No hashtags
1030,97310,2021-09-01 03:29:04+00:00,Sandwich Pop Up at Grazie Grazie and EatWell Restaurants to raise money for Afghan refugee families https://t.co/s3PJcdkiXP #dcrestaurants #afghanrefugees https://t.co/anuJx35hEw,Sandwich Pop Up at Grazie Grazie and EatWell Restaurants to raise money for Afghan refugee families #dcrestaurants #afghanrefugees,9,0.0671641791044776,,"https://t.co/s3PJcdkiXP, https://t.co/anuJx35hEw",,"Washington, DC",0,0,0,0,"['dcrestaurants', 'afghanrefugees']"
901,196145,2021-04-06 02:37:21+00:00,@le_faguette_ Just try to ignore the fact that the real Afghan translators were mostly left to rot in a country that saw them as traders.,Just try to ignore the fact that the real Afghan translators were mostly left to rot in a country that saw them as traders.,2,0.016,,,@le_faguette_,catboys liberation army HQ,0,0,4,0,No hashtags
945,50356,2021-10-26 04:00:40+00:00,@MasterOfPsy Thank you again dear Madem for cooperation for Afghan Allies interpreters SIV,Thank you again dear Madem for cooperation for Afghan Allies interpreters SIV,7,0.088607595,SIV,,@MasterOfPsy,English-speaking,0,0,0,0,No hashtags
525,142199,2021-08-19 07:03:46+00:00,"18/08, Dominic Raab failed to make a crucial phone call while he was on holiday to seek urgent help airlifting translators out of Afghanistan

https://t.co/s5EYzQcgCb","18/08, Dominic Raab failed to make a crucial phone call while he was on holiday to seek urgent help airlifting translators out of Afghanistan",3,0.0208333333333333,,https://t.co/s5EYzQcgCb,,Brexit Britain,1,4,4,0,No hashtags
