,id_stable,label_sent,y_sent,label_stance,y_stance
839,36252,neutral,1,neutral,1
840,109214,happy,2,agree,2
841,177329,hopeful,2,neutral,1
842,186265,hopeful,2,agree,2
843,55624,happy,2,agree,2
844,184163,na,1,na,1
845,46486,plea - neutral,1,agree,2
846,102329,neutral,1,neutral,1
847,188826,neutral,1,neutral,1
848,12350,happy,2,agree,2
849,140411,neutral,1,neutral,1
850,69580,plea - hopeful,2,agree,2
851,99735,neutral,1,neutral,1
852,162911,na,1,na,1
853,116266,neutral,1,neutral,1
854,130331,neutral,1,neutral,1
855,86135,happy,2,na,1
856,42471,plea - neutral,1,agree,2
857,47459,happy,2,agree,2
858,60591,na,1,na,1
859,105724,happy,2,agree,2
860,61342,happy,2,agree,2
861,141243,neutral,1,neutral,1
862,55947,happy,2,agree,2
863,30466,neutral,1,neutral,1
864,154697,neutral,1,neutral,1
865,144927,happy,2,agree,2
866,126898,neutral,1,neutral,1
867,102907,neutral,1,neutral,1
868,28678,neutral,1,neutral,1
869,3195,plea - neutral,1,agree,2
870,18479,happy,2,agree,2
871,19674,neutral,1,neutral,1
872,146213,happy,2,agree,2
873,61829,neutral,1,neutral,1
874,64869,happy,2,neutral,1
875,112175,neutral,1,neutral,1
876,108133,neutral,1,na,1
877,1964,hopeful,2,neutral,1
878,12842,hopeful,2,agree,2
879,35941,neutral,1,neutral,1
880,174235,happy,2,agree,2
881,129494,happy,2,neutral,1
882,140868,neutral,1,agree,2
883,123726,neutral,1,agree,2
884,197408,neutral,1,neutral,1
885,183300,happy,2,agree,2
886,165200,plea - neutral,1,agree,2
887,2510,neutral,1,neutral,1
888,67344,happy,2,agree,2
889,41465,hopeful,2,agree,2
890,64633,happy,2,agree,2
891,44542,neutral,1,neutral,1
892,112197,happy,2,disagree,0
893,43733,hopeful,2,agree,2
894,193617,neutral,1,na,1
895,124482,neutral,1,agree,2
896,154983,happy,2,neutral,1
897,78209,neutral,1,neutral,1
898,95575,neutral,1,neutral,1
899,45053,neutral,1,neutral,1
900,110115,neutral,1,neutral,1
901,139204,happy,2,neutral,1
902,19605,neutral,1,neutral,1
903,38475,neutral,1,neutral,1
904,97676,happy,2,agree,2
905,95865,hopeful,2,agree,2
906,20024,plea - neutral,1,agree,2
907,188395,hopeful,2,agree,2
908,121863,neutral,1,neutral,1
909,98588,neutral,1,neutral,1
910,201235,neutral,1,neutral,1
911,187280,neutral,1,agree,2
912,117334,neutral,1,neutral,1
913,135888,happy,2,agree,2
914,108973,happy,2,neutral,1
915,79386,plea - happy,2,agree,2
916,53958,na,1,na,1
917,109218,plea - neutral,1,agree,2
918,196779,hopeful,2,agree,2
919,131085,neutral,1,neutral,1
920,136394,happy,2,agree,2
921,84462,neutral,1,neutral,1
922,22320,happy,2,agree,2
923,110258,hopeful,2,agree,2
924,73964,neutral,1,neutral,1
925,150539,plea - neutral,1,agree,2
926,2583,hopeful,2,agree,2
927,160760,plea - neutral,1,neutral,1
928,182648,plea - neutral,1,agree,2
929,64790,neutral,1,neutral,1
930,109820,happy,2,na,1
931,31194,hopeful,2,neutral,1
932,36110,neutral,1,neutral,1
933,6146,happy,2,neutral,1
934,190178,neutral,1,neutral,1
935,50629,hopeful,2,agree,2
936,29634,happy,2,na,1
937,193118,happy,2,na,1
938,131696,happy,2,neutral,1
939,92318,neutral,1,neutral,1
940,1608,happy,2,agree,2
941,126658,neutral,1,neutral,1
942,96067,neutral,1,neutral,1
943,171012,hopeful,2,agree,2
944,46848,plea - neutral,1,agree,2
945,178113,happy,2,neutral,1
946,111372,neutral,1,neutral,1
947,92344,plea - hopeful,2,agree,2
948,29243,neutral,1,neutral,1
949,15961,neutral,1,neutral,1
950,118976,plea - neutral,1,agree,2
951,82723,neutral,1,neutral,1
952,31694,plea - neutral,1,agree,2
953,110882,neutral,1,na,1
954,3741,hopeful,2,agree,2
955,134303,hopeful,2,agree,2
956,50394,plea - neutral,1,neutral,1
957,134034,happy,2,agree,2
958,10533,happy,2,agree,2
959,66669,happy,2,neutral,1
960,63173,plea - hopeful,2,agree,2
961,153303,neutral,1,neutral,1
962,9051,happy,2,neutral,1
963,97310,plea - hopeful,2,agree,2
964,99238,happy,2,agree,2
965,27086,hopeful,2,neutral,1
966,1831,neutral,1,neutral,1
967,75745,neutral,1,neutral,1
968,144025,neutral,1,neutral,1
969,45158,happy,2,agree,2
970,63535,neutral,1,neutral,1
971,96594,happy,2,agree,2
972,46187,neutral,1,na,1
973,173761,plea - neutral,1,agree,2
974,33189,happy,2,neutral,1
975,196908,neutral,1,neutral,1
976,61177,neutral,1,agree,2
977,177959,happy,2,agree,2
978,197788,neutral,1,neutral,1
979,167746,happy,2,agree,2
980,79078,plea - neutral,1,neutral,1
981,186174,happy,2,na,1
