,id_stable,Date,ContentClean
250,160859,2021-08-16 21:46:40+00:00,"Afghan women, journalists, translators seek help from US groups ⁦ ⁦⁦ provide safe corridors for aid and refugees now! #Afghanistan"
251,66074,2021-09-23 22:08:54+00:00,"Who are these 60K #Afghans that #Biden brags of bringing here? Bahrullah Noori, resettled to #Wisconsin, is one: Status: ""...one count of attempting to engage in a sex act with a minor by force and three counts of engaging in a sex act with a minor."":"
252,45472,2021-11-10 12:36:27+00:00,"Facts: - SSSS stands for Secondary Security Screening Selection - any traveller can be assigned SSSS - DHS owns the criteria for assignment - J6 defendants have shown their tendency for violence, Afghan asylum applicants have not - asylum is a human right"
253,94977,2021-09-01 23:56:28+00:00,"As Biden ends mission in Afghanistan, a refugee backlash looms at home"
254,94780,2021-09-02 01:07:21+00:00,"“To keep our promises to our Afghan allies, the Biden Administration or Congress must make it easier for Afghans to apply for humanitarian parole.” Great piece by ⁦"
255,56935,2021-10-09 00:10:30+00:00,Northeast Ohio resettlement agencies asking for donations as they welcome Afghan refugees
256,58510,2021-10-05 19:21:51+00:00,"Great to have my #Afghan refugee photos in ""Inside a U.S. Army base where Afghans await an uncertain future: #photography #photojournalism"
257,25826,2022-01-15 10:09:00+00:00,UK 'may' deport boat migrant Afghan who raped and murdered child May? #bbcnews #skynews #ITVNews #c4news #BBCaq #GBNews #bbcbreakfast
258,193036,2021-05-31 07:09:58+00:00,"The least we can do, but good news for Afghan interpreters and others who worked for British forces. Up to 3000 Afghans expected to resettle in the UK. | Military | The Guardian |"
259,20675,2022-02-04 23:37:50+00:00,"How sweet and this poor little one looks to be in a refugee camp. Our poor arab/Muslim children in Syria, Palestine, Yemen, Iraq, Afghanistan. Childhoods destroyed for money wars."
260,176872,2021-08-10 21:31:34+00:00,Met my sister at Malden High (She had only been in the US a couple years...and had to deal with adapting to US life...at Malden High...after 9/11...as an Afghan refugee...and as a teenager.) Pls read this post by her re: #AfghanistanUnderAttack + follow her
261,193500,2021-05-25 16:50:36+00:00,Today almost 50% of displaced people in the Aegean islands are Afghans. Across the EU they continue to represent the second largest nationality seeking asylum in the EU after Syrians. Read more about this context and why people are coming to Europe :down_arrow:
262,103367,2021-08-29 20:40:58+00:00,"Truly barking mad, but Britain says 'Dogs welcome no Afghan asylum seekers'."
263,159404,2021-08-17 01:21:32+00:00,And for our country as they are importing unvetted Afghan migrants.
264,149822,2021-08-18 06:15:55+00:00,"Meanwhile, the UK pledges to resettle 20,000 Afghan refugees... #auspol #RefugeesWelcome #refugees"
265,10270,2022-03-11 08:50:15+00:00,You are a dreamer Australia has no freedom of press you have soldiers killing children in Afghanistan and the guy the call out on it is in prison You got refugees asylum seekers on two island in camp in Australia same there for year freedom. There a lot more freedom in China
266,168316,2021-08-16 01:58:30+00:00,Important call out. What about those stuck in Afghanistan and don’t have the privilege to even seek refuge or asylum? What about them?
267,59538,2021-10-03 18:57:38+00:00,"Saturday was another busy day. I started by dropping off clothes at VFW Post 9215 in Upper Nyack. They're collecting donations to help Afghani refugees being resettled in the US. If you want to donate-drop off clothes from 9am-12pm Saturday, 10/9 at 250 Birchwood Ave. Upper Nyack"
268,95517,2021-09-01 19:23:54+00:00,But yet non vetted Afghan’s are at McGuire AFB dropping babies at Virtua Hospital in Mt. Holly NJ.
269,69061,2021-09-21 02:02:53+00:00,"Ummm Afghanistan has been at war for centuries, they generally live in tribal groups and don’t have birth certificates to begin with, hence the fact that it’s impossible to vet them. And we’re all children of immigrants so try a better red herring"
270,145141,2021-08-18 18:14:33+00:00,"80,000 unvetted people? Sounds great, even afghan allies and security forces troops routinely betrayed US forces by working with the Taliban and Syrian terror cells. Let's potentially bring a whole bunch of them here. Great fucking idea."
271,172771,2021-08-15 00:21:24+00:00,"1. #CAA about citizenship & in case of #Afghanistan nationals in current circumstances, we are giving refuge. There's difference between giving citizenship & refugee. 2. #CAA doesn't deny citizenship to Muslims. It only fast tracks granting citizenship to persecuted minorities."
272,147551,2021-08-18 12:28:51+00:00,"There were roughly 20,000 applicants in the Special Immigrant Visa program pipeline as of mid-July, in addition to their families and other vulnerable Afghans seeking to escape. About 2k have been moved out since July, none on Tuesday."
273,7858,2022-03-20 08:43:42+00:00,"Quick question: For those of you who get clearance to house Ukrainian refugee families but aren’t allocated one, will you then be volunteering to house Yemeni, Syrian, Iraqi, Afghan refugees??????"
274,45717,2021-11-09 17:42:22+00:00,"I thought Joe said no Americans would be left behind, just another lie I guess, can’t keep up with his lies, had no problem bringing all the Afghans over with no issues, no vetting, horrible"
275,21364,2022-02-02 09:00:30+00:00,"We love empowering girls through sport :soccer_ball: Together with our #SportforGood initiative has proudly supported the work the Afghanistan and Central Asian Association (ACAA) do, helping young girls from migrant backgrounds gain access to sport :sports_medal: #WednesdayWisdom #ThisGirlCan"
276,22193,2022-01-29 14:50:21+00:00,"more than 75,000 Afghans have been brought to the U.S. since mid-August as part of Biden’s massive resettlement operation — the largest in American history. Top administration officials have conceded that minimal vetting has been conducted"
277,136445,2021-08-20 10:44:32+00:00,"If you tried to blame COVId outbreaks on immigrants. If you didn’t care about kids in cages! If you turned your back on asylum seekers/refugees from Central and South America, if you chanted “build the wall!” You don’t get to scream how we must get Afghans out. #GOPHypocrisy"
278,48105,2021-10-31 07:29:11+00:00,"Afghanistan Video Update: Food Distribution to Afghan Refugee Families Dear friends, Here is a follow-up video of our recent trip to try to help families fleeing Afghanistan."
279,9587,2022-03-13 20:26:32+00:00,Home Secretary Priti Patel should be sacked for her ‘utterly shameful’ response to the Ukraine refugee crisis. Has she learnt nothing after Afghanistan?
280,98249,2021-08-31 20:20:56+00:00,"For four months Americans were warned to leave. The SIV program was all but destroyed by trump and Miller so most Afghan allies couldn't get visas, but sure blame Biden."
281,78781,2021-09-11 09:31:07+00:00,No Afghan refugee exodus yet but 'massive displacement' possible -U.N. refugee agency | Reuters
282,126183,2021-08-23 05:01:18+00:00,what muslim majority man most of the muslim countries blocked afghan refugee and u people called yourself muslims..non muslim countries are helping afghan refugee now
283,7571,2022-03-21 18:00:41+00:00,Filmmaker Jonas Poher Rasmussen brings the true story of a young Afghan refugee's journey to a new land in 'Flee.'_
284,85358,2021-09-07 07:09:13+00:00,announces a record number of around 1000 illegal immigrants crossed the channel yesterday. That figure could be eclipsed today. What is doing as Home Secretary? At least one illegal immigrant was an Afghan. Is the UK safe with in charge of security.?
285,198341,2021-01-19 21:29:13+00:00,The Biden admin placed more troops in DC to protect themselves than Trump placed in the war in Afghanistan. Then they vetted out all persons who were conservative and told them to leave. They had a partisan takeover of the military. Scary.
286,22174,2022-01-29 16:10:39+00:00,"On February 3, we will discuss the powerful project that Art 4 Humanity has been supporting in Greece since 2020. How #photography has been life-changing for the young #women living in the #refugee camp of Diavata? Join us: #Afghanistan"
287,61860,2021-09-30 09:26:10+00:00,"LISBON, Portugal (AP) ��� Girls from the Afghanistan national soccer team who were recently granted asylum in Portugal have had a surprise visit from the captain of the senior t"
288,150845,2021-08-18 01:46:58+00:00,"That wasn't his argument at all. His argument is that we can't bring 30k unvetted Afghans here just because they worked with them there. He is making a point that we can't assume that just because they were there at one point helping, that they safe to bring to America. Why lie?"
289,60171,2021-10-02 06:38:15+00:00,Europe fears Afghan refugee crisis after Taliban takeover
290,110311,2021-08-27 06:36:01+00:00,"This guys claims the only reason the administration would want to evacuate ""unvetted"" Afghans to the US is to ""pump"" refugees into the heartland. One could argue they're refugees but Afghans who worked with and helped US forces aren't unvetted."
291,86466,2021-09-06 12:36:24+00:00,That money goes to filling backpacks with school supplies for children of Afghanistan SIV Refugees who need a positive start in school.
292,138135,2021-08-19 23:09:03+00:00,"notes that the conversation about those seeking asylum or fleeing the country is exclusively about Afghans with means & connections, who are likely already in Kabul. The vast majority of Afghans won't have the money or safe passage to get to an airport."
293,63713,2021-09-27 14:25:01+00:00,Biden's vetted Afghanistan refugees are committing crimes
294,87792,2021-09-05 15:40:36+00:00,". How many unvetted Afghan refugees will you be inviting to stay in your $1.375 million home (that you paid for in cash) that has 3,100 square feet, three bedrooms & four bathrooms? This is a problem you inexplicably created, fix it"
295,83728,2021-09-08 03:15:33+00:00,Blinken tours Doha center housing Afghan refugees and says evacuees will be vetted in the US -
296,146287,2021-08-18 15:25:33+00:00,"If you were complaining about Biden’s handling of the US withdrawal of Afghanistan, but won’t support the resettlement of Afghan refugees in the US, then you care more about scoring political points than the Afghan people."
297,146975,2021-08-18 13:53:59+00:00,Our campaign is signing this statement. Home Secretary Patel still criminalises Afghan refugees and anyone helping them crossing the Channel. Those in Afghanistan are being refused refugee status because of inadequate English. This must end in interests of all refugees.
298,32655,2021-12-20 01:47:00+00:00,Failure to create safe routes ‘forcing Afghans to make perilous journeys to UK’ | Immigration and asylum
299,201328,2021-02-19 21:17:13+00:00,"NEW | How President Biden Can Make His Commitment to Refugees a Reality by Recommendations for the Biden administration as it seeks to strengthen the resettlement program, welcome 125K refugees in FY2022, and expand the SIV program :down_arrow:"
300,110484,2021-08-27 03:46:38+00:00,"your such a Bitch! We lost, 13 soldiers today and you are worried about, vetting for Afghans..... Your livelihood is short lived, find somewhere you can afford shortly..."
301,29957,2022-01-01 17:50:37+00:00,"Canada to resettle female Afghan judges, families living in limbo."
302,158437,2021-08-17 04:20:41+00:00,Just say no to #afghanistan refugees #Refugee We have enough problems. Afghanis could not even fight for their own country! That is bad character. Why should we invite them here where they will use our generous welfare system?
303,95316,2021-09-01 20:53:41+00:00,"Psaki claims 'no one' is entering US without being vetted: White House press secretary Jen Psaki said Wednesday that ""no one"" is coming into the U.S. without a thorough background check following the evacuation of more than 120,000 people from Afghanistan."
304,79258,2021-09-10 21:01:59+00:00,Then UK send back the Afghan refugee and stop taking the refugees .. 20000 .. which pm promise..
305,76883,2021-09-13 20:18:44+00:00,"the Administration resurrected the Special Immigrant Visa program that was essentially shutdown by Trump WH in March of 2020. Afghans tht are not vetted before leaving Afghanistan, are vetted in third countries prior to being brought to the US."
306,3979,2022-04-08 18:35:58+00:00,"Bruce, the USA would rather see the Afghan starve to death - but Biden refuses to release billions of dollars that belong to Afghanistan. Then, there are the refugees across the Middle East and Africa. Did only the Ukranian refugee crisis awaken you?"
307,9859,2022-03-12 20:13:58+00:00,"Have you seen the movie “Flee”? Tells the real story of a teen Afghani refugee fleeing west through Moscow, in the 1990s. The way he recalls the Russian police is harrowing. Nothing has changed apparently (except superficial luxury) in that country."
308,112488,2021-08-26 16:12:25+00:00,“It’s nice that ⁦ has found a good cause for their struggling #business model.” #refugee #afghanistan #airbnb #tourism #travel
309,76026,2021-09-14 14:46:59+00:00,“How to file for humanitarian parole (admission to the U.S.) for qualifying Afghans”
310,199822,2021-08-29 17:23:08+00:00,US left behind all SIV applicants and now their lives are in great danger. the people who were evacuated by US planes were not SIV applicants nor their lives were in danger. The US evacuation were completely a failure. SIV applicants put their lives in danger for helping US.
311,121092,2021-08-24 14:44:59+00:00,"Then Joe Biden should announce that 58,700 Afghans are going to be resettled in America. That will force the GQP to scream the place down about 58,700 Afghans being settled in America and acknowledge Biden's exit was successful because he got out 58,700."
312,83219,2021-09-08 12:49:37+00:00,"Biden Asks Congress For $6.4 Billion in Taxpayer Money to Resettle 95,000 Unvetted Afghans MEANWHILE ALL TAX PAYERS HAVE LOST THEIR LIVELIHOODS BECAUSE A SHUTDOWN ALLOWED HIM TO STEAL AN ELECTION"
313,116718,2021-08-25 15:49:25+00:00,Turkey reinforces border to block any Afghan migrant wave
314,183663,2021-07-22 14:58:14+00:00,"Today I’m voting to pass the ALLIES Act, which will protect the lives of those who served alongside American troops in Afghanistan by expanding and strengthening the Special Immigrant Visa program. #TakeThemToo"
315,108692,2021-08-27 17:59:54+00:00,"I was a refugee. Our family was taken to Arkansas and then to Dallas. That’s why I’m a faithful Cowboys fan. I grew up& joined the Army, became a cop & thankful this Country gave us a chance to be part of America. Afghan refugees will do the same. Trust me, they will give back."
316,44760,2021-11-12 07:08:41+00:00,Maybe you be dead Wanda. Maybe we on the news like Afghanistan. Maybe you a refugee in Zimbabwe? Maybe. Just maybe.
317,137870,2021-08-20 00:24:39+00:00,Afghani is the Afghan unit of currency.
318,135976,2021-08-20 13:02:16+00:00,Host countries please give a hand to help hopeless &depressed afghan refugees who are stuck in Indonesia. 8000 afghan refugees have been waiting for their resettlement proses for almost a decade in Indonesia. We are in risk of mental illnesses
319,102082,2021-08-30 14:50:44+00:00,Starting in just 10 min: Join Housing Action's partner Refugee Action Network for a press conference about the growing crisis in Afghanistan & IL's response. Hear from & Afghan nationals alongside US vets.
320,149301,2021-08-18 07:49:43+00:00,"20,000 Afghan refugees will be offered asylum, but Detention Action's Bella Sankey criticised the ""low figure"" and called for Priti Patel to scrap a new immigration bill that would criminalise unofficial arrivals. ""She would have them put in prison."" |"
321,128734,2021-08-22 12:13:23+00:00,Just off call with who has been so supportive in my fight to get support to my interpreters family. really interesting to note that if you need help in Afghanistan you have to ring a number in london How the hell can a refugee family afford an international call
322,454,2022-04-24 09:21:23+00:00,"If it’s legal you said you like economic migrants Chris. It’s the governments choice you said when talking about India. We need workers. 1.4 million vacancies. Open up economic migrant routes too. Many Syrians, afghans, Iranians etc have lots of skills that could be used here."
323,114708,2021-08-26 00:41:37+00:00,"From mattresses to halal food, U.S. refugee groups race to aid arriving Afghans via"
324,190375,2021-06-21 13:37:45+00:00,"Pupils have been baking and selling traditional biscuits as part of Refugee Week. Jack and Harry baked Afghan biscuits that sold out in minutes. Maxwell and Kip baked Syrian biscuits, while Dylan made King of Syrian biscuits and middle-eastern cakes, which sold out."
325,192907,2021-05-31 16:43:34+00:00,Apprentices become partners as Afghan refugee and Iranian team up
326,167467,2021-08-16 06:13:35+00:00,It's a shame asylum can't be given to every woman and child in Afghanistan and the borders sealed so those medieval a**holes would die out.
327,3829,2022-04-09 13:30:37+00:00,World is silent to our Afghan refugees situation in our neighborhood borders and Turkey Greece. Afghan need respect and protection as refugee. Thanks for sharing horrible to see and those torture and discrimination abuse of their dignity. Marg ba Iran
328,124439,2021-08-23 17:00:05+00:00,"He knows they refugee program, especially from Afghan, are extremely vetted. Shameless"
329,197848,2021-02-07 02:10:47+00:00,An Afghan family in UNHCR/India is humbly and incredibly grateful for bold humanitarian action 4 refugees. This will save the lives of refugees who live with hardship & grave challenges. It will spread a profound impact on values &
330,43871,2021-11-15 18:32:07+00:00,"(Five) Mandates and the 1.7 to 2.5 million illegals from about 50 nations, without vetting including medical, and the illegal Afghans flown into America and scattered abroad. As well as the disbursement of illegal aliens without STATE APPROVAL. WE ARE A UNITED STATES FIRST."
331,30954,2021-12-27 18:36:27+00:00,"""By using electronic HR data as provided to the US Govt by companies, and in support of expediting evacuation, current or former Afghan employees will be automatically matched through the Project Rabbit data base and moved to the Chief of Mission (COM) phase of the SIV process."""
332,107466,2021-08-28 01:33:58+00:00,"Now that the foreign forces are leaving, the must urgently focus on arranging a humanitarian corridor to help the Afghans with SIV and other visas to leave the country. #Afghanistan"
333,74077,2021-09-16 05:13:37+00:00,"Do recall in Biden's America, if you're on Welfare and don't work, or if you're an illegal crossing our border (who will not be tested for Covid or vaxed), or an Afghan refugee, you are exempt from Joe's vax mandate. It's only for working Am citizens. Thinking about that.:thinking_face::face_with_symbols_on_mouth:"
334,175611,2021-08-13 03:40:35+00:00,"2) Regardless, the current withdrawal had no visible plan to evacuate the Afghanistan translators who assisted us at great risk. Failure to do so is a moral outrage. The “democratic” government was not doing enough to meet the population’ needs"
335,24855,2022-01-19 16:00:24+00:00,":airplane_departure: :airplane_departure: :airplane_departure: FLEE, the breathtaking story of a man's journey as a child refugee from Afghanistan, opens this Friday 1/21. Tickets on sale now!"
336,18464,2022-02-13 22:04:41+00:00,Well that was a thought provoking evening - Great film if you get the chance . Flee review – an Afghan refugee confronts his past in masterly animated documentary | Animation in film | The Guardian #refugee ⁦ ⁦
337,11709,2022-03-07 07:58:51+00:00,"False alarm! It’s the non existent special sponsorship scheme being announced, the one that was announced last week. Like the Afghan scheme that was announced 6 mth ago that still hasn’t brought any more to safety. Emperor’s New Clothes Resettlement."
338,46916,2021-11-04 15:23:31+00:00,"Need Some Help: Sewing Machines, For Art, For Refugee Students, For Afghan Refugee Clothes"
339,3753,2022-04-10 01:07:08+00:00,Fucking shameful that we’re not receiving these people but we can’t even save our own Afghan translators this admin is garbage
340,188531,2021-07-04 15:01:31+00:00,#France: #Islamic #Migrant Sentenced to 15 Years for #Rape of Young Boy: Lawyer Pleads it's an #Afghan Custom (Video) via
341,56086,2021-10-11 06:48:52+00:00,Where went the promise of Afghan citizens resettlement scheme where girls were supposed to bring to safety.
342,49517,2021-10-27 18:09:34+00:00,Pictures of Afghan army chief at refugee camp go viral
343,182348,2021-07-26 22:53:08+00:00,"Mr. Vice president, just heard news of afghan army seeking refugee at Pakistan, please give explanation abt this. Those 46 personal should be terminated and brought to court. Its against "" Sar warkawam sangar na warkawam"""
344,1283,2022-04-20 12:51:25+00:00,"MrBiden! I am one of your ally stuck in kabul due to SIV bureaucracy We are in hidden since August 2021,our kids are restricted of education B/I served for USA &NATO. Why USA&NATO authorities are not caring of their allies stuck in Afghanistan? Where is humanity? Where justice?"
345,166818,2021-08-16 08:57:36+00:00,"No Tory voter ever: ""Hey, it'd be a great idea to open the borders up to every economic migrant chancer from Afghan who'd quite like a council house and universal credit."""
346,162063,2021-08-16 19:51:28+00:00,President Biden is about to speak on the rapid & chaotic Taliban takeover of Kabul & all of Afghanistan. & the even more chaotic efforts to evacuate US citizens. Without their translators & other Afghan helpers. Most outlets will be streaming
347,145914,2021-08-18 16:16:52+00:00,". We want all applications for refugee status in Afghanistan and elsewhere to apply locally to the British Embassy for refugee status. If an individual is not a genuine refugee and is rejected, it is far more effective to refuse them there than return them from the #UK."
348,192354,2021-06-05 06:49:44+00:00,"Wouldn't be surprised if Syria sends you & your pals a bill. Not sure why the countries on the refugee road out of Syria, Iraq, Afghanistan, and Libya haven't sent one. Ppent a lot of money, and gone a bit towards Nationalism, thanks to Nato and EUuu."
349,89480,2021-09-04 13:19:05+00:00,"It was great to see Afghan interpreters, who worked with :Lithuania: troops in #Afghanistan, safe & well. They are temporarily accommodated in Raseiniai until all asylum procedures are completed. Next week, they will get temporary documents allowing them to move within #Lithuania."
350,187818,2021-07-08 01:14:59+00:00,We must evacuate the Afghanistan Translators out! We must!
351,139502,2021-08-19 17:21:27+00:00,Patriotic Alternative Yorkshire Protest Against Afghan Resettlement Scheme #LBRY via
352,13739,2022-03-01 02:46:35+00:00,Afghan refugee trapped in Ukraine asks Putin: What's the benefit of this war? #FoxNews
353,153523,2021-08-17 17:55:31+00:00,"Gay Afghans plead asylum, what shall we do?"
354,53024,2021-10-19 15:00:29+00:00,"OU community members stood ready to help with the resettlement efforts as nearly 1,800 Afghan refugees made their way to Oklahoma earlier this month. Read more :right_arrow:"
355,109954,2021-08-27 10:38:24+00:00,"I can’t believe you got caught having a #craftywank under a desk at school! If that’s you then your priorities are WAY off. Quite a U turn from the sentiment expressed on your failed Afghan refugee poll. NB: Please stop posting pics in an NUFC strip, as a Geordie it’s unsettling"
356,117954,2021-08-25 08:30:47+00:00,(1)7(8)6(1)// Via How will Europe decide on Afghan refugee policy?
357,13847,2022-02-28 21:32:40+00:00,"An refugee couple who fled to Cork in Aug following the fall of Kabul have been struggling to open a joint bank account for months now. The banks continue to insist they must produce a marriage cert. No prob, they’ll just nip back to Afghanistan & ask the Taliban for a copy.FFS!"
358,118808,2021-08-25 00:35:25+00:00,"President of the United States: Resettle Afghan Migrants in Greenville, DE and Other Upscale Suburbs - Sign the Petition! via"
359,67845,2021-09-22 07:47:53+00:00,Turkey asks world to find solution to 'refugee problem' at UNGA amid Afghan crisis
360,162193,2021-08-16 19:37:00+00:00,Commendable Mr Green but which way would you vote if there was a motion in the HofC to allow Afghani asylum seekers into the UK and the whip told you to vote against? Million dollar question…
361,52557,2021-10-20 18:28:23+00:00,Thousands of people have had to flee Afghanistan in recent months. Keep scrolling to learn more about the situation in Afghanistan and how you can support refugee resettlement in Salt Lake County. (1/6)
362,9888,2022-03-12 18:02:22+00:00,They all had Belarusian tourist visas so they weren't refugees but tourists who tried to cross border illegaly. It's not about color of skin - Poland evacuated from Kabul and gave asylum to Afghans (and they were real refugees) and nobody here had problem with their race
363,113468,2021-08-26 11:41:06+00:00,"1/ :red_heart::U.S._Outlying_Islands::Afghanistan: we cannot turn away from Afghanistan, even after the military leaves, there will be thousands who need to evacuate, who have been vetted, who have their SIV papers..."
364,44652,2021-11-12 14:25:07+00:00,There is no legal route - even the Afghan refugees proposed route hasn't been set up yet - all other routes have been shut down by the Tories. To claim asylum in the UK you have to be in the UK. Can't claim from anywhere else.
365,163847,2021-08-16 16:29:44+00:00,Nations expecting to resettle refugees from Afghanistan as events unfold:
366,155830,2021-08-17 12:31:59+00:00,Maybe fair but again is shared responsibility. He inherited the plan but could have executed better. Ultimately leaving was the right decision IMO. Hopefully next few days will bring better news of evacuated Afghan allies and others seeking asylum.
367,65101,2021-09-25 04:07:42+00:00,That's how he vetted the 100k Afghans he flew into a neighborhood near you
368,124719,2021-08-23 15:48:35+00:00,"Hey tweeps,is there any expert in Indian immigration laws in my list?I want to know what are the rights of a refugee in India.Are they allowed to protest even?And what's the difference between asylum & refuge?And lastly,under which category the Afghans are coming here?Many thanks"
369,97966,2021-08-31 21:50:29+00:00,"What is the problem. People ignore the Capitol riots due to half of them being former military, same people ignore getting vaccinated. President pulled 123,000 Muslims from Afghanistan that Reps don't want here and you have a problem with pull out that Trump set on 50,000 siv"
370,43417,2021-11-17 01:34:12+00:00,bald-faced LIE came-out at the end of persistent questioning… ADMITTED #Afghans from #KabulAirport were —NOT— Vetted
371,96871,2021-09-01 08:49:00+00:00,"There is nothing warm about rejecting an asylum application for an Afghan interpreter, currently in hiding in fear for his life, who helped our troops. This is a Government run through marketing and PR campaigns. And re latest polls, they're still on top."
372,145219,2021-08-18 17:59:47+00:00,New UK resettlement scheme for Afghans may be expanded: Home Secretary
373,39099,2021-11-29 12:48:04+00:00,As a Jewess I find it hard to write this down on my twitter account but in regards to Afghan Citizens Resettlement Scheme could there be elements of hidden racism in Priti Patel's Home office civil service department?
374,57005,2021-10-08 20:11:08+00:00,They make afghanistan terrible to live for afghanistani then ask pakistan and afghanistan neighbors to keep them as refugee
375,510,2022-04-23 22:07:58+00:00,":thread: Listen up Afg diaspora, there is a genocide happening in Afghanistan against our Hazara siblings, meanwhile the UK will soon be sending asylum seekers to Rwanda which essentially means Refugees from Asian and Africa! Germany is displacing Afghan refugees for Ukrainians."
376,111565,2021-08-26 20:29:29+00:00,"Trump made a deal with the “devil”, Taliban ldr Baradar & allowed 5000 Taliban, Isis etc out of prison as part of the deal. Along with the racist Trump squelched the SIV program for our Afghan partners. #Afghanistan #KabulExplosion #KabulAiport"
377,122269,2021-08-24 07:38:50+00:00,#Russia Russian President Vladimir Putin orders the Federal Security Service FSB to closely monitor the arrival of Afghans to the country as refugees sayingThe cause of the refugee crisis is this destabilization of entire regions of the world first and foremost in the Middle East
378,8513,2022-03-17 09:52:09+00:00,"When #Afghanistan fell, I was flooded with memories of covering the war. I was grateful to be part of a project to help resettle one of my dear friends who had helped me with logistics as I reported across the country."
379,52600,2021-10-20 16:52:27+00:00,please can someone from your charity accounts team help us? We've been trying to set up an urgent appeal to support out Afghan refugee families and have faced many difficulties and very slow responses. Now our campaign page is missing. Please reply ASAP thnx.
380,67586,2021-09-22 14:35:06+00:00,"One of the biggest admissions yesterday during the hearing was that only 3% of the 60,000+ Afghan refugees the Biden Admin brought here have Special Immigrant Visas. Not the previously thought 10%"
381,7441,2022-03-22 09:47:00+00:00,"Breaking ""Over 16,000 #Rohingyas seeking asylum in India"". We don't want in India even one Rohingya, Bangladeshi, Pakistani and Afghani. We want HM to order their deportation without losing a moment. Bharat is not a dharamshala where any Tom, Dick & Harry settle."
382,74373,2021-09-15 21:05:21+00:00,Hell yeah! I love my Governor!!! ⁦ ⁦ #yellowbellyjoe Idaho leaders push Biden on Afghan refugee resettlement security protocols - Office of the Governor
383,97130,2021-09-01 06:15:08+00:00,"Look at this news article from The Daily Caller: America First Legal Requests Investigation Into The #Biden Administration’s Afghanistan Withdrawal, Demands Answers On ’Vetting’ Of Evacuees"
384,162958,2021-08-16 18:09:10+00:00,"Of course. The EU :European_Union: has a rather poor track record when it comes to dealing with asylum seekers from Afghanistan. People have talked & written about it, incl. myself ( But perhaps things can change? With a joint #resettlement programme, for example?"
385,29234,2022-01-05 10:39:41+00:00,Afghan Migrant Arrested After Woman Stabbed and Teen Raped via
386,52259,2021-10-21 15:09:19+00:00,"“Many Afghans at grave risk are depending on govts to respect the right to seek asylum. Responding effectively to this humanitarian crisis demands refugee and migration policies that are generous, rights-respecting, and culturally sensitive.”"
387,63364,2021-09-28 02:28:38+00:00,"Regarding the Afghan refugees, the stupid idiots put out this stupid hashtag: #WeHaveRoom And now they’re ignoring the sexual assault of one our servicewomen by one of those filthy unvetted refugees."
388,36252,2021-12-08 04:37:09+00:00,"Family Of Afghan Refugee Shot, Killed In San Francisco Seeks Justice"
389,44680,2021-11-12 13:42:00+00:00,"Celebrating aussi win while they butchered your countrymen in fields like cattle :skull: truly a surreal and insane experience it must be being an afghani refugee, to suck up to hinduvta so much and offer your countrymen’s blood for an IPL contract and a few roads. My god….."
390,109214,2021-08-27 15:15:00+00:00,"Our community is lucky to have leaders (and great humans) like -&gt; ""Jim Estill plans to bring 50 Afghan refugee families to Guelph"""
391,5604,2022-03-30 21:49:53+00:00,"At the moment, that would be Mexican, Colombian, Venezuelan, Afghan, Russian, and Ukraine seeking relocation. should be the last place they will call because who wants to pay taxes to a state that hated their presence from the get-go?"
392,177329,2021-08-09 18:23:46+00:00,"I also hope that he would offer 00,000s of Afghans the asylum in his country..."
393,186265,2021-07-12 01:36:52+00:00,"RTStateDept: . mentions that the U.S. will begin relocation flights for Afghanistan SIV applicants and their families who choose to leave. “There is a home for you in the United States if you so choose, and we will stand with you just as you stood …"
394,55624,2021-10-12 14:00:29+00:00,"The Des Moines field office of the U.S. Committee for Refugee and Immigrants has dedicated its third annual ""Welcoming Iowa"" benefit on Oct. 14 towards helping Afghan evacuees expected to resettle in Iowa and other refugees."
395,184163,2021-07-20 08:30:00+00:00,"Immigrant trafficking & espionage ring exposed, members of a NGO are among the accused. 1 Norwegian, 1 America, 2 Britons & 6 people of Syrian & Afghan origin are being charged this is not the first time #BanNGOs #ΑπαγόρευσητωνΜΚΟ"
396,197583,2021-02-18 21:55:35+00:00,"Early 2016, a lefty grand-aunt of mine asked me to help out a ""syrian refugee"" by hiring him to help me in the garden, which i did because i was a huge shitlib back then. He had no problem admiting he was from afghanistan and that a local lawyer was helping him stay by teaching1/"
397,82765,2021-09-08 17:40:23+00:00,"Nope, All Afghans Refugees were Fully Vetted though the Visa Process, Before entering America! Many worked with US Military/Govt & put theirs & families lives in danger to do so! I believe the 2k was for US Civilians/Contractors, which was later waived! :thinking_face:"
398,133345,2021-08-21 00:19:33+00:00,"From u resettlement countries I just ask to resettle me, I don't ask u other financial or economical support, I will find everything by my own self, I have the ability but I have been stuck here that don't allow to do anything.#ResettleAfghanRefugeesFromIndonesia"
399,46486,2021-11-06 14:04:45+00:00,"If interested to help Afghans to resettle, there's a Gov Sponsor Circle Program for Afghans where you'll be vetted, trained, & certified to form sponsor circles."
400,177190,2021-08-10 06:49:59+00:00,"In your time of need we helped you, now its your turn to help us back. Please get us out of here as soon as possible. #Save_Afghan_Allies #Afghan_interpreters_translators"
401,102329,2021-08-30 12:45:30+00:00,"Interior Minister Sheikh Rashid Ahmed said no Afghan who has arrived in Pakistan as part of evacuation efforts has been given ""refugee status"" yet, stressing that Islamabad has not taken incoming citizens of other countries as refugees. #AfghanRefugees"
