,id_stable,Date,ContentClean
246,28678,2022-01-07 09:07:21+00:00,"The UK's Afghan Citizens Resettlement Scheme is now formally open and the guidance can be found here: Unfortunately, there is no application process, rather it looks like a referral process, but all details can be found here."
1199,1964,2022-04-17 10:35:31+00:00,"Wisdom of Solomon in that vast maj,if not all will opt return home,not vulnerable to dangers would classify them in need asylum status.(Hope PP & BJ can help caller to IanDale prog today.Afghan in UK 20yrs phoned in not happy wth UK & wud prefer to b back home under Taliban now!)"
24,89480,2021-09-04 13:19:05+00:00,"It was great to see Afghan interpreters, who worked with Lithuania_e troops in #Afghanistan, safe & well. They are temporarily accommodated in Raseiniai until all asylum procedures are completed. Next week, they will get temporary documents allowing them to move within #Lithuania."
78,52600,2021-10-20 16:52:27+00:00,please can someone from your charity accounts team help us? We've been trying to set up an urgent appeal to support out Afghan refugee families and have faced many difficulties and very slow responses. Now our campaign page is missing. Please reply ASAP thnx.
104,87982,2021-09-05 13:38:17+00:00,O baji thori research krliya kro? Jahan daikha wahen tatti pile_of_poo_e krdi? This is an old video. And he is an afghan refugee
466,46494,2021-11-06 13:24:01+00:00,The Afghan resettlement program announced amid the election is so far behind that former CF employees who fled to Kabul for evacuation are now being sent home again.
230,108893,2021-08-27 16:56:49+00:00,"Afghanistan . State Department consular officers ""continue to screen and process people arriving at gates around Kabul,"" although ""some gates have been closed,"" Kirby said. He said American, Special Immigrant Visa applicants and ""vulnerable Afghans who have"
290,112442,2021-08-26 16:25:08+00:00,#Rwanda welcomes Afghan refugee students | |
923,2147,2022-04-16 17:19:58+00:00,"Last night, Pakistani warplanes indiscriminately bombed the refugee population in Khost, bordering Afghanistan, due to unrest in Waziristan. First they went missing in Waziristan. They demolished houses. They made IDPs. Why is the world silent on this? #PakistaniArmyWarCrimes"
851,45158,2021-11-11 05:32:07+00:00,"I know can be a hellscape sometimes (often?)… But Twitter fam, you have brought tears to my eye this week with your kindness and generosity. With your connections and selflessness. All for an Afghan refugee you don’t know. Thank you. Thank you SO MUCH."
472,144913,2021-08-18 18:56:08+00:00,Lisa Nandy talking over a former Afghan refugee. Embarrassing #questiontime
177,55500,2021-10-12 17:39:31+00:00,"State Department taps new coordinator for Afghanistan relocation efforts. The State Department has tapped veteran diplomat Elizabeth Jones to lead the agency's Afghanistan relocation and resettlement efforts, a senior State Department official told..."
757,67344,2021-09-22 19:14:50+00:00,Well done Portugal!!! Afghan girls soccer team granted asylum in Portugal
901,196145,2021-04-06 02:37:21+00:00,Just try to ignore the fact that the real Afghan translators were mostly left to rot in a country that saw them as traders.
74,58510,2021-10-05 19:21:51+00:00,"Great to have my #Afghan refugee photos in ""Inside a U.S. Army base where Afghans await an uncertain future: #photography #photojournalism"
401,147707,2021-08-18 12:01:21+00:00,"Yes thankfully someone in the #hoc debate outlined the figures including those Afghan girl refugees returned and those from Afghanistan currently seeking asylum & already here so as you point out any minute now the quota (bespoke let’s not forget that) of 20,000 will be done"
197,48344,2021-10-30 15:03:36+00:00,"Are you saying the Afghan refugees were released right from the planes to roam free when they landed? The way I heard it, the refugees were brought to secured military bases for continued vetting & processing. Hmm? thinking_face_e thinking_face_e "
615,171666,2021-08-15 12:36:02+00:00,"Phan Thị Kim Phúc, born 4/16/1963, was that napalmed girl. She became a Canadian citizen. Nick Ut won the Pulitzer prize for that photo. Thank you, Canada for offering asylum to Afghan women leaders & human rights workers. U.S.?"
324,95610,2021-09-01 18:50:58+00:00,"Yet you won't provide any evidence, a VIDEO perhaps? You guys been saying the same shit for a month now, it seems all afghans are translators"
310,138605,2021-08-19 20:53:30+00:00,Three categories of Afghanistan s are expected. 1.those with special immigrant visas 2.those destined to the USA as citizens. 3.Those destined to the USA as refugees. #NBSFrontline
261,66928,2021-09-23 03:08:44+00:00,Is it because they’re black?!? #Haitianmigrants because I’m dead not understand the difference between them and the Afghans that are seeking asylum...
1204,29062,2022-01-06 03:29:37+00:00,"Ahmad, his wife and their five children evacuated Afghanistan in August 2021, and were resettled with help from New Paltz For Refugees. ""It's not easy to describe in words what we have been through,"" Ahmad said."
430,127933,2021-08-22 16:51:44+00:00,They are vetting all the Afghans. Even the CIA is helping.
1097,35785,2021-12-09 03:14:50+00:00,‘The enormity of the task is not lost on me’: Minister on Afghan resettlement goal
1050,95075,2021-09-01 22:45:20+00:00,"#45/Trump created a disaster with this war; let Taliban criminals be released from prison, invited them to US; slowed the vetting process for Afghans; no comment on the pres abandoning HIS country and they want McConnell to impeach Biden-idiocracy!"
1202,74373,2021-09-15 21:05:21+00:00,Hell yeah! I love my Governor!!! ⁦ ⁦ #yellowbellyjoe Idaho leaders push Biden on Afghan refugee resettlement security protocols - Office of the Governor
1125,46486,2021-11-06 14:04:45+00:00,"If interested to help Afghans to resettle, there's a Gov Sponsor Circle Program for Afghans where you'll be vetted, trained, & certified to form sponsor circles."
359,73964,2021-09-16 08:50:02+00:00,The #Biden administration began notifying governors and state refugee coordinators across the US about how many #Afghan evacuees from among the first arrivals are to be resettled in their states
1186,106775,2021-08-28 10:35:34+00:00,Unemployment Inflation Women safety Economy Farmer's Foreign policy Social disharmony You r very much concern about Afghanistan did you watch migrant crisis during corona unplanned lock down? ...... Where we r going
387,201235,2021-06-19 20:34:00+00:00,Evacuation for translators and former collaborators?
895,190375,2021-06-21 13:37:45+00:00,"Pupils have been baking and selling traditional biscuits as part of Refugee Week. Jack and Harry baked Afghan biscuits that sold out in minutes. Maxwell and Kip baked Syrian biscuits, while Dylan made King of Syrian biscuits and middle-eastern cakes, which sold out."
1068,154563,2021-08-17 15:29:14+00:00,"No. That is why we must open our doors to every Afghani Refugee that might want to come here. Every last one. And if that means the Taliban rules over an empty wasteland of badlands, so be it! Let’s beat them with kindness and love. Because bombs and hate have been proven stupid."
392,53024,2021-10-19 15:00:29+00:00,"OU community members stood ready to help with the resettlement efforts as nearly 1,800 Afghan refugees made their way to Oklahoma earlier this month. Read more right_arrow_e "
721,109001,2021-08-27 16:19:49+00:00,"NEW, thread: Sources tell me & Afghan refugees waited 10 hours on the tarmac at Dulles while the vetting process was completed before deplaning."
948,180125,2021-08-02 09:34:29+00:00,termination caused to be still in the Afghanistan Wille I have worked more than 10 years in the Bagram air field so I am not eligible for siv process I respectfully request from USA official to remove this requirement as you promised no one left behind.
730,99735,2021-08-31 11:02:09+00:00,"May be Shaikh Sahib is using the Refugee based on technical explanation of Visa as compare to Refugee. may be, he is saying that no one from Afghanistan came as a refugee rather, #Pakistan approved Visas as per content of application. Still, we are hosting them again."
490,135137,2021-08-20 16:20:13+00:00,Even if you are an Afghan refugee?
703,76313,2021-09-14 09:47:40+00:00,Refugee is such a deceptive term. One side of my family ( paternal) were dari speaking afghan refugees of sort at 1913 who later settled in Punjab & were given lands by British. Many north Punjabi’s have mixed roots with Afghans so why the racist hatred against refugees?
704,21364,2022-02-02 09:00:30+00:00,"We love empowering girls through sport soccer_ball_e Together with our #SportforGood initiative has proudly supported the work the Afghanistan and Central Asian Association (ACAA) do, helping young girls from migrant backgrounds gain access to sport sports_medal_e #WednesdayWisdom #ThisGirlCan"
152,88634,2021-09-04 23:36:35+00:00,"AUS & NZ Immigration & Refugee Update: More of the good one, less of the bad ones! Let's also be clear, Islam is not about ""individuality"" - these constant & monstrous acts flow directly from the teaching of the Quran! Pass on 20,000 Afghan refugees!"
1063,137436,2021-08-20 03:26:57+00:00,Afghans say asylum bids met with ‘silence’ and delays from Canada. Trudeau admits many on rescue list won’t be quickly reached.
181,84635,2021-09-07 17:06:54+00:00,Afghan refugees at Wisconsin Army base lack complete vetting but can leave any time
247,137914,2021-08-20 00:08:53+00:00,Biden stands by his decision. It was Republicans in Congress who voted against visas for translators. Biden also told the leaders in Afghanistan to make a plan months ago after years of training & equip & told everyone to get to Kapul. Instead they didn't & their president fled.
877,187027,2021-07-09 19:26:50+00:00,"Our Afghan allies have served alongside U.S. troops, working as translators, drivers, engineers, security guards, and more. We must honor our commitments to the #Afghans who saved so many American lives. #GetThemToGuam #SaveOurAfghanAllies"
575,61126,2021-10-01 02:17:53+00:00,"Pentagon seeks to tamp down concern about Afghan refugees as Trump, GOP question vetting"
967,106741,2021-08-28 11:02:08+00:00,Are worried England will treat them like the Afghanistan translators and staff and get left behind?
605,160760,2021-08-16 21:55:39+00:00,Would you like to take in a refugee from Afghanistan for few years?
56,120212,2021-08-24 18:18:06+00:00,"Events in Afghanistan have the potential to be traumatizing to Afghan, military & asylee/refugee families for whom this triggers past trauma, as well as students following the news. See our folder of resources-"
898,41465,2021-11-24 02:29:53+00:00,"Can we do the same to the migrants in America's southern border? It is good that the U.S.A. waited until DJT left office to resettle the Afghans. Yet, these migrants have suffered enough. They are very industrious and enterprising people. #Fresh #DemVoice1 #ONEV1"
561,3979,2022-04-08 18:35:58+00:00,"Bruce, the USA would rather see the Afghan starve to death - but Biden refuses to release billions of dollars that belong to Afghanistan. Then, there are the refugees across the Middle East and Africa. Did only the Ukranian refugee crisis awaken you?"
319,139932,2021-08-19 15:59:45+00:00,Afghan refugee by far.
1124,175611,2021-08-13 03:40:35+00:00,"2) Regardless, the current withdrawal had no visible plan to evacuate the Afghanistan translators who assisted us at great risk. Failure to do so is a moral outrage. The “democratic” government was not doing enough to meet the population’ needs"
66,163740,2021-08-16 16:41:40+00:00,"“The government’s anti-refugee Bill would pull up the drawbridge to Afghans arriving in the UK and offers no alternative safe routes to safety."" in on why the situation in Afghanistan demands we throw out the #AntiRefugeeBill"
990,69580,2021-09-20 14:18:16+00:00,Can you help us reach our Crowdfunder target of £10k to help our #APlaceCalledHome appeal for Afghan refugee families? Even a small donation will boost our aim to offer refugee families long-term support to make a new life. Thank you!
450,50394,2021-10-26 01:23:10+00:00,"How can Canada best deliver on its commitment to resettle 40,000 Afghans? “It’s really important that Afghans themselves are part of that conversation,” James Milner tells Read more in this compelling piece in"
683,86135,2021-09-06 16:26:00+00:00," SOON_arrow_e Anissa Bonnefont’s documentary that tells the story of an Afghan refugee who has become a world-renowned soccer star, will be screened at #VirtualScreeningsWorldwide It's a Création Documentaire film co-produced by"
491,76911,2021-09-13 20:01:27+00:00,"SOS Blinken told the committee that “the Admin coordinated its withdrawal plans with U.S. allies, expedited processing of Special Immigrant Visas for Afghans who had aided the U.S.” and mounted an “extraordinary effort to evacuate Americans and others from the country”. WSJ"
1197,38475,2021-12-01 08:46:26+00:00,US considering returning some evacuees who don’t pass vetting process to Afghanistan | #schoolshooting
737,86794,2021-09-06 05:51:19+00:00,Panjshir Valley completely captured: #Afghanistan #Kabul #Taliban #PanjshirResistance #Panjishir
481,44695,2021-11-12 12:37:18+00:00,"Iran Iran has provided shelter to 951,000 Afghans and 28,300 Iraqis. This country is the 4th largest refugee host. However, the refugee population in Iran did not change during the first six months of 2015 and has remained number 4 since the previous year."
371,194806,2021-04-28 19:29:45+00:00,"خشونت علیه زنان، ممنوع! Two Afghan immigrant women ask a Swedish journalist to photograph their bodies from undercover history to show what it means when violence against women speaks out. The deformed bodies of these two women, continued in comment backhand_index_pointing_down_e backhand_index_pointing_down_e "
291,17931,2022-02-16 01:37:06+00:00,That's one of the choppers Biden left in Afghanistan. See the refugee hanging from it?
322,144025,2021-08-18 21:46:02+00:00,"Disjointed is all, like I can’t imagine the Taliban bursting through the gates of Kabul knowing that you have a sizeable US presence still intact overseeing the evacuation of the folks with SIV’s etc."
314,1283,2022-04-20 12:51:25+00:00,"MrBiden! I am one of your ally stuck in kabul due to SIV bureaucracy We are in hidden since August 2021,our kids are restricted of education B/I served for USA &NATO. Why USA&NATO authorities are not caring of their allies stuck in Afghanistan? Where is humanity? Where justice?"
639,197768,2021-02-10 23:05:42+00:00,"A refugee and former translator from Afghanistan reflects on the Capitol insurrection, and why he’s working even more committed to protecting democracy."
260,4888,2022-04-04 05:00:38+00:00,"""I am exactly the opposite of my past."" Maryam (pseud, 18), an #Afghan refugee, left her home in Iran for Greece. Her journey has ""made me a stronger and braver woman who can now defend her rights and she does not stay silent in the face of opposition."" #1000Dreams #refugees"
838,158274,2021-08-17 05:01:14+00:00,"1 party wants the Afghan people to suffer. They are the Muslim banning, xenophobic, anti-immigrant, misogynistic GQP. They talk about Biden’s “Saigon moment” yet actively seek to deport Asian immigrants who have been here for decades. Whites fear differential reproductive success"
670,35754,2021-12-09 07:05:07+00:00,NY coughs up extra $2M to resettle Afghan refugees
281,150845,2021-08-18 01:46:58+00:00,"That wasn't his argument at all. His argument is that we can't bring 30k unvetted Afghans here just because they worked with them there. He is making a point that we can't assume that just because they were there at one point helping, that they safe to bring to America. Why lie?"
837,66074,2021-09-23 22:08:54+00:00,"Who are these 60K #Afghans that #Biden brags of bringing here? Bahrullah Noori, resettled to #Wisconsin, is one: Status: ""...one count of attempting to engage in a sex act with a minor by force and three counts of engaging in a sex act with a minor."":"
538,154824,2021-08-17 14:53:58+00:00,"I’ve seen two large organizations in the Houston area ask for immediate help in Afghani refugee resettlement in the area. If you’re interested, I can pass on the information I have from the two organizations."
162,136445,2021-08-20 10:44:32+00:00,"If you tried to blame COVId outbreaks on immigrants. If you didn’t care about kids in cages! If you turned your back on asylum seekers/refugees from Central and South America, if you chanted “build the wall!” You don’t get to scream how we must get Afghans out. #GOPHypocrisy"
487,109598,2021-08-27 13:11:06+00:00,"20,000 #Afghan #refugees will be coming to #Canada as part of the federal government’s resettlement program — and #Brampton’s Red Lead Canadian Resettlement Organization is doing its part to help. #CDNpoli"
691,159923,2021-08-16 23:46:37+00:00,"Australia needs to do more. Starting with permanent residence to all Afghani #asylumseekers in Australia (including on shore and off shore detention), rescue those who have worked with us and are still in Kabul, grant asylum to many still waiting in Indonesia. #auspol"
221,137870,2021-08-20 00:24:39+00:00,Afghani is the Afghan unit of currency.
1065,29391,2022-01-04 17:41:30+00:00,Afghan Migrant Arrested After Woman Stabbed and Teen Raped. But Diversity
891,195953,2021-04-12 00:24:01+00:00,Dutton will try and stop any light shedding on this as he’s a protector of creeps like this while he tortures Afghan asylum seekers.
807,83728,2021-09-08 03:15:33+00:00,Blinken tours Doha center housing Afghan refugees and says evacuees will be vetted in the US -
440,116266,2021-08-25 17:36:05+00:00,They look to be Afghani students (also accompanied by their families) that are here because of SIV a parent got to come to US. They are listed as American Allies-not US citizens & received OK through military/not State dept? Multiple articles written are intentionally obtuse.
209,177588,2021-08-08 21:26:59+00:00,"With Afghanistan on the brink, is Europe set for a refugee influx? - Euronews What do you mean ‘set for’?! Already here ffs!"
903,121083,2021-08-24 14:47:19+00:00,"At 12PM The President delivers remarks on our ongoing efforts in Afghanistan to evacuate American citizens, SIV applicants and their families, and other vulnerable Afghans, and his meeting with fellow G7 leaders on how our nations can come together in support of the Afghan people"
957,103367,2021-08-29 20:40:58+00:00,"Truly barking mad, but Britain says 'Dogs welcome no Afghan asylum seekers'."
332,60403,2021-10-01 21:20:00+00:00,"#Greece will not allow a repeat of the 2015 migration crisis to unfold on its borders following the deteriorating situation in #Afghanistan, PM Mitsotakis says after visiting a new migrant camp on an island near #Turkey."
949,186712,2021-07-10 04:18:09+00:00,The Afghan Army has allowed the Taliban to seize left behind American artillery & guns & vehicles . They are f_cking useless Thousands of them have defected . They will all be heading for Europe They should not be rewarded with Asylum for defecting
486,12827,2022-03-03 10:36:38+00:00,"Except this lot! pouting_face_e £5billion+ PA 31,000 illegal immigrants (potential terrorists) crossing by rubber boats now in 4* Hotels 11,000 by other means in 4* Hotels 15,000 Afghan refugees in 4* Hotels £6-8 Million per day 100,000+ waiting asylum decision £10+ Million per day."
1049,1039,2022-04-21 12:46:06+00:00,"Congratulations to RWCHR Director of Policy and Projects Brandon Silver for being recognized on Top 25 Most Influential Lawyers shortlist for his work on the cases and causes of political prisoners, media freedom, Magnitsky sanctions, and Afghan refugee resettlement."
275,29555,2022-01-03 18:14:51+00:00,I live in a country on earth whose system and government are completely destroyed. Educated and professional people are in danger of death at any moment. Some incompetent people determine our destiny. #Afghanistan
107,85013,2021-09-07 13:00:05+00:00,"Atlanta is among a list of 19 cities the State Department says will settle Afghans who worked with the U.S. armed forces as translators or interpreters in Iraq or Afghanistan, according to U.S. Sen. Raphael Warnock."
320,18479,2022-02-13 20:22:08+00:00,NEW from Hear from our staff on the frontlines of the Afghan resettlement effort in VA — the majority of whom are recently arrived refugees themselves — about how they are helping their fellow Afghans adjust to life in the U.S.
9,22119,2022-01-29 22:15:39+00:00,"NEW from ""At least 36,433 Afghan evacuees who were or are set to be resettled in the U.S. lack a direct pathway to secure permanent legal residency, according to a government report shared with Congress"""
571,193036,2021-05-31 07:09:58+00:00,"The least we can do, but good news for Afghan interpreters and others who worked for British forces. Up to 3000 Afghans expected to resettle in the UK. | Military | The Guardian |"
390,17147,2022-02-18 22:00:02+00:00,"In 2016, Matthieu Aikins mailed his passport to a friend, wiped his phone and assumed the identity of an Afghan refugee named Habib. He tells the story of a migrant family's journey on smugglers' road in his book, The Naked Don't Fear the Water."
469,105724,2021-08-28 18:29:38+00:00,"This really touched me. Like any refugees, Afghans would prefer to be in their home country but Biden has made the situation impossible. They need refuge/we need their skills. I come from a refugee family and British kindness is something we should be proud of red_heart_e "
125,37112,2021-12-05 22:58:24+00:00,"Our federal government’s promise - to bring 40,000 Afghan refugees to Canada, but to date, fewer 4,000 refugees have arrived. Hire more staff for the immigration and Refugee Board so they can more quickly process the applications. #eyeonafghanistan #socialjustice #wearefamous5"
1082,94426,2021-09-02 06:07:13+00:00,"According to the #victims, the #pushbacks included brutal and violent behaviour, degrading treatment and theft and destruction of personal belongings. Half of the #Afghans #pushed back were minors, and 16 people claimed that the #Croatians would impede their #asylum request"
1060,612,2022-04-23 07:25:09+00:00,Happy St George’s Day y’all! - Let’s be kind and welcoming to all refugees like we were to George all those years again. Let’s create welcome packs and give them language lessons. Especially brave Afghan translators. In other news we need to look after our mob too! England_e England_e England_e England_e 
1195,95865,2021-09-01 17:12:17+00:00,"""Welcoming these Afghans isn’t just about what they’ve done, it’s about who we are.” - on the Afghan refugees being resettled in America."
285,162958,2021-08-16 18:09:10+00:00,"Of course. The EU European_Union_e has a rather poor track record when it comes to dealing with asylum seekers from Afghanistan. People have talked & written about it, incl. myself ( But perhaps things can change? With a joint #resettlement programme, for example?"
861,102849,2021-08-30 04:45:47+00:00,"Is it hateful to describe (i.e. categorize) this hypothetical person as ""Afghan,"" ""refugee,"" ""kid,"" ""he,"" or ""she""? These aren't artificial categories; they have meaning."
1013,26814,2022-01-11 11:47:28+00:00,Refugees are also hummans. We Afghans had suffered too much in Afghanistan and we are suffering more right now in Indonesia as a refugee. Please help us. #HelpRefugees_Indonesia UNHCR Indonesia supposed to help refugees but now they are killing refugee .
760,68387,2021-09-21 18:36:10+00:00,Refugee is a generic term beyond which there are no further similarities. How can you ever compare a refugee from Afghanistan with one from Europe ?
347,8687,2022-03-16 18:05:57+00:00,I’ve been to both Afghanistan & Syria & worked in refugee camps near there. I can tell you all about them. It’s why I also don’t approve of China’s internment camps & human rights abuses because I’ve seen those abuses ruin countries…
413,130331,2021-08-21 20:19:25+00:00,"Also discussed massive logistical operation to evacuate American citizens + their families, SIV applicants + their families, + vulnerable Afghans both on US military aircraft as well as flight charters and coalition flights."
872,33215,2021-12-17 23:43:17+00:00,Lincoln woman welcomes refugee from Afghanistan with supplies for new baby
935,66774,2021-09-23 08:30:02+00:00,"Anyone paying attention to what Patel and Johnson actually DO, as opposed to what they SAY, would realise very quickly that they will use any excuse to keep Afghanistan asylum-seekers out."
618,92318,2021-09-03 06:34:00+00:00,"Hearing a petition against the gathering of #Afghan nationals outside #UNHCR office in Delhi, seeking refugee status, the Delhi High Court has directed respondents to ensure maintenance of #Covid19 protocol in the gathering."
701,171012,2021-08-15 15:25:45+00:00,"Yes, we must give preference to Afghanistan for refugee acceptance and meaningful resettlement. Especially for women and children."
743,50419,2021-10-26 00:13:36+00:00,heey Lindsey how r ya?Yeah that's right they are not very safe here and definitely not wanted can you please start a relocation campaign for 5milSyrians here to save them from Turkish ppl you have none I'm sure you can handle them can you add Afghans to that while ur at it thanks
798,14675,2022-02-27 01:09:17+00:00,"And what about the Afghans that were loyal translators for ADF and our local Embassy staff? Neither you or the feds seem so helpful then, WHY? Because they were not white and “Christian”?- how about the Yazidi and others from Syria, where were you then?"
736,185058,2021-07-16 00:37:10+00:00,"Biden defends Afghan pullout, sets evacuation for translators"
822,149312,2021-08-18 07:48:07+00:00,We signed joint letter to the Home Secretary on the Afghanistan crisis. 90 charities and migrants' rights organisations are asking the Government to stop criminalising refugees & expand resettlement. Read the letter here: #RefugeesWelcome
77,153478,2021-08-17 18:02:17+00:00,Afghans fleeing the ravaged Afghanistan will have a home in Uganda. Uganda is currently the largest refugee host in Africa. #SEETVPMEDITION
942,99590,2021-08-31 12:12:53+00:00,"13,000 unvetted Afghanistan refugees got a flight to America. Americans were left behind"
885,162551,2021-08-16 18:57:52+00:00,"“Boris Johnson is coming under pressure from his own MPs to urgently set up a new resettlement scheme for Afghan refugees, amid fears that people with links to the west and high-profile women will be targeted by the Taliban.”"
165,15200,2022-02-25 18:05:32+00:00,"You and I probably see pretty eye-to-eye on the Afghanistan thing in general, but I see zero excuse to leave American citizens and those translators who aided our troops behind."
495,86613,2021-09-06 10:16:14+00:00,"Ruling AKP aims to highlight anti-immigrant bona fides: 94K new arrivals detained this year & 307K prevented from entering (no idea how they'd measure that tho), while Erdogan vows to send all Afghans back home if Taliban approves."
840,101637,2021-08-30 18:23:37+00:00,does anyone have good resources for supporting afghani resettlement efforts in the bay area? or even just in general?
884,93891,2021-09-02 13:17:11+00:00,"Turkish FM today on whether 2016 EU-#Turkey refugee deal could be extended to include #Afghans. - it won't work, esp if you're just giving money and expecting us to keep Afghans here. - there are lots of issues to be dealt with, security, how people could be sent back etc"
529,100784,2021-08-31 00:20:36+00:00,"Meanwhile the Taliban is going door to door looking for Americans and Afghans that helped Americans that were left behind. Reports have been given that they are cutting the tongues out of translators, and beheading people. Are you sure this is something to be proud of?"
448,122269,2021-08-24 07:38:50+00:00,#Russia Russian President Vladimir Putin orders the Federal Security Service FSB to closely monitor the arrival of Afghans to the country as refugees sayingThe cause of the refugee crisis is this destabilization of entire regions of the world first and foremost in the Middle East
1087,55624,2021-10-12 14:00:29+00:00,"The Des Moines field office of the U.S. Committee for Refugee and Immigrants has dedicated its third annual ""Welcoming Iowa"" benefit on Oct. 14 towards helping Afghan evacuees expected to resettle in Iowa and other refugees."
402,99443,2021-08-31 13:17:00+00:00,"Everyone should quickly learn the immigration status ‘Humanitarian Parole’ Then, everyone should understand the challenges this is about to cause because the US Government completely screwed over Afghans. #AfghanistanDisaster #AfghanRefugees #welcomehome"
461,144927,2021-08-18 18:53:42+00:00,I see more Christ in the very unfortunate Afghan refugee situation than I have seen the last few years in the entirety of American Evangelical Christianity...
824,82723,2021-09-08 18:25:00+00:00,The White House asked Congress to include tens of billions of dollars for Hurricane Ida relief and Afghan resettlement as part of an upcoming continuing resolution to avoid a partial government shutdown on October 1.
530,182648,2021-07-25 07:09:52+00:00,Protecting Afghans who worked with the international media and fear reprisals from the Taliban. The US press is calling on to assist them in seeking relocation in the United States. European media should do the same
536,102829,2021-08-30 05:07:13+00:00,"Turkey cannot take new refugee ‘burden’ from Afghanistan, says FM"
380,30466,2021-12-30 04:32:42+00:00,Afghan refugee families expected to settle in county in 2022
947,1567,2022-04-18 20:28:58+00:00,IRAP-Fordham will be hosting a panel to provide an update on the situation in Afghanistan. The event will give students an opportunity to hear what work is currently being done to address the refugee crisis and what life is like for Afghans on the ground since the US withdrew.
999,170724,2021-08-15 16:29:45+00:00,"Why are Afghani Muslims, Rohingyas etc supposed to be resettled in our country s as refugees if India is not good for Muslims in general and minorities are persecuted here? Baffles me."
1183,76804,2021-09-13 21:20:34+00:00,"U.S. has flagged 44 Afghan evacuees as potential national security risks over the past two weeks, vetting reports show - The Washington Post so some refugees were high risk, some had measles but it’s ok right?"
1021,9051,2022-03-15 15:48:16+00:00,Andy Vermaut shares:Visiting UN refugee chief assures Afghans of continued support for IDPs: The head of the UN refugee agency has assured the Islamic Emirate of Afghanistan (IEA) of its continued support of Internally Displaced Persons (IDPs)… Thank you
311,50003,2021-10-26 20:52:11+00:00,"""During the meeting, Biden Administration officials shared updates on the historic effort to resettle our Afghan allies. Participants shared private sector efforts underway to support resettlement by bringing their resources, networks, and expertise to bear,"" readout says."
680,184163,2021-07-20 08:30:00+00:00,"Immigrant trafficking & espionage ring exposed, members of a NGO are among the accused. 1 Norwegian, 1 America, 2 Britons & 6 people of Syrian & Afghan origin are being charged this is not the first time #BanNGOs #ΑπαγόρευσητωνΜΚΟ"
277,126898,2021-08-22 22:25:36+00:00,UK plans offshore asylum centres in Turkey & Pakistan for Afghans according to yet Turkey said it received no such request from Johnson's government
266,14507,2022-02-27 12:11:36+00:00,"No. It's right. Poles are known for racism. They refuse helping PoC, Syrians and Afghans. And those incidents are reported by refugee organisations."
4,152666,2021-08-17 20:06:41+00:00,"One moment you hate refugees and the next you beg for them. Or is it that you don't like Latino? Frustrated with Biden, evangelical leaders are tightening the screws, calling resettlement of Afghan refugees a 'moral urgency'"
622,119241,2021-08-24 22:12:18+00:00,America falls to the Taliban takes in contaminated killers from Afghanistan with No Vetting. #banafganistan it’s a time for the middle class to stop paying Taxes. Time to impeach
229,96137,2021-09-01 15:28:03+00:00,"The UK Government has announced an intake of 20000 Afghans refugees in the UK on a humanitarian basis more details to follow. It’s an opportunity submit a fresh/asylum claim whose claim has already been refused or never had leave to remain, subject to their circumstances,"
971,88388,2021-09-05 04:52:58+00:00,"Jim Acosta calls Tucker Carlson ""human manure spreader"" over Afghan refugee conspiracy theory I feel for Duckworth having lost her legs in Service, but that doesn't make her an expert on anything. It perhaps gains a lot of sympathetic listening."
53,24629,2022-01-20 14:25:55+00:00,as a poor Afghan Refugee after passing 8years in uncertainty i sincerely beg you please please pay attention and rescue me and my children . my little toddler became a teenager without education. please end this miserable situation .
681,78209,2021-09-12 03:11:30+00:00,"""Afghans eligible and referred to the U.S. Refugee Admissions Program (USRAP) must be outside of Afghanistan in a third country for their cases to be processed."""
422,193500,2021-05-25 16:50:36+00:00,Today almost 50% of displaced people in the Aegean islands are Afghans. Across the EU they continue to represent the second largest nationality seeking asylum in the EU after Syrians. Read more about this context and why people are coming to Europe down_arrow_e 
648,183300,2021-07-23 14:01:28+00:00,"Some good news to start off the weekend: in an overwhelmingly bipartisan vote yesterday, the House voted to increase the number of Special Immigrant Visas to allow more Afghan allies to immigrate to the United States."
699,71097,2021-09-18 04:01:13+00:00,"Oh i see well, that's why they fled with guns from afghanistan and abode as asylum seeker in Pakistan."
939,103609,2021-08-29 18:04:05+00:00,"And I would suggest having names and contact info for other credible, Afghan women who could be interviewed in-person instead of her, so that you can help them jumpstart the vetting process for other, potentially more appropriate alternatives."
405,20024,2022-02-08 02:11:13+00:00,All membership fees and donations to CIVIC during the week of our Afghanistan Refugee Resettlement Fundraiser (Feb 6-12) will support Afghan refugees and as they face resettling into Iowa. To donate: More information:
573,66669,2021-09-23 11:29:47+00:00,"Foreign minister urges US, NATO to take up major responsibility for resolving issue of Afghan refugee #StandUpForAfghanistan"
191,89756,2021-09-04 09:00:36+00:00,Bullshit 80 Percent of Afghanistan Evacuees in U.S. Are Recipients of Special Immigrant Visas: DHS
889,131872,2021-08-21 12:08:04+00:00,"Clearly, the Afghan civilian population is doubly made a victim of the war. Human rights must be the top priority and the protection of the asylum seekers, fleeing while Taliban are seizing control, must be guaranteed. #Afganistan #guengl"
858,147290,2021-08-18 13:08:11+00:00,"Be it morally, ethically, or practically, there is literally no reason to oppose large scale Afghan refugee resettlement into the United States. Especially NYC. But really, anywhere."
